date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_SPY,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_SPY,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_SPY,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2011-11-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.793336290131161,2.793336290131161,False,0.033353819750452374,0.033353819750452374,0.033353819750452374,0.0,0.0,0.0,0.0,0.033353819750452374,1.8338733687521007,154,0,False,72,65,0.43074930606858963,1.7562465873709687,2.793336290131161,0.9253684821675832,0.43074930606858963,1.7562465873709687,2.793336290131161,0.9253684821675832,0.23808874646851785,0.7719850061630085,0.5715599489288921,0.489768172069875,66,,,1.0,1.0,1.0,0.033353819750452374,1.852516179844105,-0.006414354716939075,1.0,1.0,False,False,False,False,0.033353819750452374,1.852516179844105,0.033353819750452374,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7250522664589565,0.033353819750452374,False,False,False,False,0.02800130526224809,75.07167266599608,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,3.2894772391157625,3.2894772391157625,False,0.004655922919731603,0.004655922919731603,0.004655922919731603,0.0,0.0,0.0,0.0,0.004655922919731603,1.842411741801559,154,0,False,72,65,0.2637723364776621,1.6575173539501296,3.2894772391157625,0.7252647786022486,0.2637723364776621,1.6575173539501296,3.2894772391157625,0.7252647786022486,0.11658716800193802,0.7616975645978095,0.6402731884481002,0.3980473812338132,66,,,1.0,1.0,1.0,0.004655922919731603,1.8611413523850149,-0.0017882965383493321,1.0,1.0,False,False,False,False,0.004655922919731603,1.8611413523850149,0.004655922919731603,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7330839768440978,0.004655922919731603,False,False,False,False,0.03271770784636985,84.8561369559333,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-11,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,3.5753926909880667,3.5753926909880667,False,-0.00455615723489633,-0.00455615723489633,-0.00455615723489633,0.0,0.0,0.0,0.0,-0.00455615723489633,1.834017424214492,154,0,False,72,65,0.20459245959256323,1.6900820187079777,3.5753926909880667,0.6574030595652369,0.20459245959256323,1.6900820187079777,3.5753926909880667,0.6574030595652369,0.08732678224608803,0.7816188637564159,0.6873700436707226,0.3857427915873356,66,,,1.0,1.0,1.0,-0.00455615723489633,1.8526616997471812,-0.006336306013034254,1.0,1.0,False,False,False,False,-0.00455615723489633,1.8526616997471812,-0.00455615723489633,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7251877737443166,-0.00455615723489633,False,False,False,False,0.028492892933648983,91.57261339709855,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,4.16503663728167,4.16503663728167,False,0.02780991322867221,0.02780991322867221,0.02780991322867221,0.0,0.0,0.0,0.0,0.02780991322867221,1.88502128964177,154,0,False,72,65,0.12366601361388652,1.6307122271225603,4.16503663728167,0.5316634692929949,0.12366601361388652,1.6307122271225603,4.16503663728167,0.5316634692929949,0.041991901107640506,0.7836803358964549,0.737340552388235,0.3293434732879238,66,,,1.0,1.0,1.0,0.02780991322867221,1.9041840608592346,0.0,1.0,1.0,False,False,False,False,0.02780991322867221,1.9041840608592346,0.02780991322867221,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7731650960353122,0.02780991322867221,False,False,False,False,0.05730506487237319,105.23775123579469,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,4.675609384225614,4.675609384225614,False,0.005455377154666596,0.005455377154666596,0.005455377154666596,0.0,0.0,0.0,0.0,0.005455377154666596,1.895304791721342,154,0,False,72,65,0.09864426466625442,1.562344053367938,4.675609384225614,0.4497471519417926,0.09864426466625442,1.562344053367938,4.675609384225614,0.4497471519417926,0.03307506438220109,0.7830960461908532,0.7769927399031155,0.2963342673530225,66,,,1.0,1.0,1.0,0.005455377154666596,1.9145721030831264,0.0,1.0,1.0,False,False,False,False,0.005455377154666596,1.9145721030831264,0.005455377154666596,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7828383803916754,0.005455377154666596,False,False,False,False,0.06351317959251124,110.61322874137443,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,4.4116915594349155,4.4116915594349155,False,-0.029822774584298828,-0.029822774584298828,-0.029822774584298828,0.0,0.0,0.0,0.0,-0.029822774584298828,1.838781544149295,154,0,False,72,65,0.02172156217116883,1.386578064644496,4.4116915594349155,0.3039426393524156,0.02172156217116883,1.386578064644496,4.4116915594349155,0.3039426393524156,0.002058852239648412,0.7392110014726396,0.7752286073979671,0.1817145980159688,66,,,1.0,1.0,1.0,-0.02982277458429894,1.8574742508274913,-0.02982277458429894,1.0,1.0,False,False,False,False,-0.02982277458429894,1.8574742508274913,-0.029822774584298828,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7296691932530182,-0.029822774584298828,False,False,False,False,0.03258386379984479,111.67102058543914,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,4.168112295030748,4.168112295030748,False,0.005406778674617474,0.005406778674617474,0.005406778674617474,0.0,0.0,0.0,0.0,0.005406778674617474,1.8487234289894816,154,0,False,72,65,,1.0301870325110438,4.168112295030748,0.1337389798173212,-0.10250547434366952,1.0301870325110438,4.168112295030748,0.1337389798173212,0.039410147601973256,0.5373304389361668,0.775401791330657,0.04070162753558426,66,,,1.0,1.0,1.0,0.005406778674617474,1.8675172029955165,-0.024577241051321752,1.0,1.0,False,False,False,False,0.005406778674617474,1.8675172029955165,0.005406778674617474,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7390211317612414,0.005406778674617474,False,False,False,False,0.03892361561795754,105.45500687326462,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,3.330483333253981,3.330483333253981,False,-0.03244766174016711,-0.03244766174016711,-0.03244766174016711,0.0,0.0,0.0,0.0,-0.03244766174016711,1.788736676514509,154,0,False,72,65,,0.756473810818828,3.330483333253981,,-0.21549276710224075,0.756473810818828,3.330483333253981,-0.00105350329465137,0.14560411136366602,0.3780789463155989,0.6851697269616437,2.8299128439490673e-06,66,,,1.0,1.0,1.0,-0.03244766174016711,1.8069206364987749,-0.05622742878734899,1.0,1.0,False,False,False,False,-0.03244766174016711,1.8069206364987749,-0.03244766174016711,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6825939623188502,-0.03244766174016711,False,False,False,False,0.0061146204458766285,85.08746762915337,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.559830908283561,2.559830908283561,False,-0.0069674064358771215,-0.0069674064358771215,-0.0069674064358771215,0.0,0.0,0.0,0.0,-0.0069674064358771215,1.7762738210824722,154,0,False,72,65,,0.4037972607531801,2.559830908283561,,-0.343296131280567,0.4037972607531801,2.559830908283561,-0.16184208394223543,0.27338064689919617,0.13329033043591876,0.5720304585481513,0.061404252570555484,66,,,1.0,1.0,1.0,-0.0069674064358771215,1.7943310860269142,-0.06280307587402034,1.0,1.0,False,False,False,False,-0.0069674064358771215,1.7943310860269142,-0.0069674064358771215,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.670870646316822,-0.0069674064358771215,False,False,False,False,5.551783025126156e-05,63.00818083100966,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.992462543574967,1.992462543574967,False,0.00613809674975152,0.00613809674975152,0.00613809674975152,0.0,0.0,0.0,0.0,0.00613809674975152,1.7871767616503274,154,0,False,72,65,,0.1874752324073521,1.992462543574967,,-0.4260439727420364,0.1874752324073521,1.992462543574967,-0.2884066058499255,0.3799184195239489,0.035993668186496186,0.4795472322310764,0.18324405352989037,66,,,1.0,1.0,1.0,0.00613809674975152,1.8053448638340341,-0.05705047048016554,1.0,1.0,False,False,False,False,0.00613809674975152,1.8053448638340341,0.00613809674975152,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6811266120002344,0.00613809674975152,False,False,False,False,0.007014070755979374,47.30677799819341,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.4642667233484916,1.4642667233484916,False,-0.004169583801610255,-0.004169583801610255,-0.004169583801610255,0.0,0.0,0.0,0.0,-0.004169583801610255,1.7797249783743359,154,0,False,72,65,,0.009121071602915531,1.4642667233484916,,-0.5242380955502346,0.009121071602915531,1.4642667233484916,-0.42522531114574735,0.4751535722569318,0.00010403452718865669,0.37037349945565656,0.3274937008823111,66,,,1.0,1.0,1.0,-0.004169583801610255,1.7978173271334714,-0.060982177564187445,1.0,1.0,False,False,False,False,-0.004169583801610255,1.7978173271334714,-0.004169583801610255,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6741170137103822,-0.004169583801610255,False,False,False,False,0.004204919140353702,33.482226269041995,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.0526906025734615,1.0526906025734615,False,0.0038517086392286792,0.0038517086392286792,0.0038517086392286792,0.0,0.0,0.0,0.0,0.0038517086392286792,1.7865799604489914,154,0,False,72,65,,,1.0526906025734615,,-0.5930805264771597,-0.1296618271605704,1.0526906025734615,-0.5197646329976062,0.5637191869592688,0.02528237706715941,0.27412245511606703,0.4559026657937084,66,,,1.0,1.0,1.0,0.0038517086392286792,1.8047419956641464,-0.0573653545051217,1.0,1.0,False,False,False,False,0.0038517086392286792,1.8047419956641464,0.0038517086392286792,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6805652246751703,0.0038517086392286792,False,False,False,False,0.009480510329087144,18.999241220795735,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.6725908320904093,0.6725908320904093,False,-0.005352810945674857,-0.005352810945674857,-0.005352810945674857,0.0,0.0,0.0,0.0,-0.005352810945674857,1.7770167356813766,154,0,False,72,65,,,0.6725908320904093,,-0.649738941151996,-0.25974212153718834,0.6725908320904093,-0.5860418597635719,0.6401691660151534,0.11643731665365609,0.16658895693473175,0.5610122988745739,66,,,1.0,1.0,1.0,-0.005352810945674857,1.7950815529556363,-0.06241109955329904,1.0,1.0,False,False,False,False,-0.005352810945674857,1.7950815529556363,-0.005352810945674857,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6715694767456086,-0.005352810945674857,False,False,False,False,0.005625342743887929,7.929723985764339,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-28,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.3939217180952961,0.3939217180952961,False,0.003870317720426897,0.003870317720426897,0.003870317720426897,0.0,0.0,0.0,0.0,0.003870317720426897,1.7838943550429793,154,0,False,72,65,,,0.3939217180952961,,-0.6495251159640161,-0.310796536501442,0.3939217180952961,-0.5929205685593626,0.6584871826316037,0.1950342596727369,0.08471360308782683,0.5986220985615917,66,,,1.0,1.0,1.0,0.003870317720426897,1.802029088899652,-0.058782332617424604,1.0,1.0,False,False,False,False,0.003870317720426897,1.802029088899652,0.003870317720426897,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.678038981712382,0.003870317720426897,False,False,False,False,0.011204786009479939,1.1127342965488152,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-29,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.2377442968008956,0.2377442968008956,False,0.015546175347845193,0.015546175347845193,0.015546175347845193,0.0,0.0,0.0,0.0,0.015546175347845193,1.8116270894885087,154,0,False,72,65,,,0.2377442968008956,,-0.6507662609581519,-0.3443735958471438,0.2377442968008956,-0.5874854045390403,0.679162526249923,0.27440093625479345,0.04401605836792999,0.6081083608741782,66,,,1.0,1.0,1.0,0.015546175347845193,1.8300437490976036,-0.04414999771980532,1.0,1.0,False,False,False,False,0.015546175347845193,1.8300437490976036,0.015546175347845193,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.7041260699626022,0.015546175347845193,False,False,False,False,0.028399072760583843,-3.2509311270512304,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,75,66,163,1.0,1.0
2011-11-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,-0.047943174757160256,-0.047943174757160256,-0.047943174757160256,0.0,0.0,1.0,0.001,-0.048895231582403054,1.7230471634070132,155,0,False,72,65,,,,,-0.5968718804791977,-0.3193563048052097,-0.061271320969216836,-0.5107248765177382,0.5424959679692556,0.24401304519721945,0.004079783254988478,0.406141768585212,66,,,1.0,1.0,1.0,-0.048895231582403054,1.7405633361795472,-0.09088650493933592,1.0,1.0,False,False,False,False,-0.048895231582403054,1.7405633361795472,-0.047943174757160256,1.0,0.001,CN_CYB_399006,CASH,CN_CYB_399006,CASH,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,166,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6208024311261704,-0.048895231582403054,False,False,False,False,,,False,False,0.0,CASH,1.0,0.0,CASH,0.0,,,0,False,False,CASH,,,0,False,False,75,66,164,1.0,1.0
2011-12-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.7232492832383928,155,0,False,72,65,,,,,-0.5241684856692581,-0.29405601146078275,-0.20752659293055142,-0.4248294603783471,0.384639905970943,0.2136825096668089,0.06240183032047486,0.25021309141239634,66,,,1.0,1.0,1.0,0.00011730371383444904,1.7407675107230451,-0.0907798625500682,1.0,1.0,False,False,False,False,0.00011730371383444904,1.7407675107230451,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6209925572707333,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,75,66,164,1.0,1.0
2011-12-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.7234514267791792,155,0,False,72,65,,,,,-0.45002624003287484,-0.2576213673830883,-0.37049103629640046,-0.33357002327910545,0.2658835895345564,0.16539276035000505,0.2157292568899889,0.13936815209839049,66,,,1.0,1.0,1.0,0.00011730371383444904,1.7409717092169752,-0.09067320765125231,1.0,1.0,False,False,False,False,0.00011730371383444904,1.7409717092169752,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6211827057177992,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,75,66,164,1.0,1.0
2011-12-05,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.7236535940321536,155,0,False,72,65,,,,,-0.34318717744480387,-0.25623216787782843,-0.5531054693673985,-0.20273473951514231,0.1362197244525345,0.1735076921943992,0.3836821627714211,0.04312141958852367,66,,,1.0,1.0,1.0,0.00011730371383444904,1.741175931664147,-0.09056654024142063,1.0,1.0,False,False,False,False,0.00011730371383444904,1.741175931664147,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6213728764699842,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,75,66,164,1.0,1.0
2011-12-06,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.7238557850000977,155,0,False,72,65,,,,,-0.23134361064615505,-0.2352299416247955,-0.6534481613663828,-0.05790769564958698,0.0560296053882704,0.15346682147651813,0.5198925630905074,0.002985991999912896,66,,,1.0,1.0,1.0,0.00011730371383444904,1.7413801780673703,-0.09045986031910569,1.0,1.0,False,False,False,False,0.00011730371383444904,1.7413801780673703,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6215630695299046,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,75,66,164,1.0,1.0
2011-12-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,SPY,0.25,SPY,2011-12-07,0,SPY,0.25,True,False,SPY,0.10247853043362065,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.25,0.00025,-0.0001327256120939868,1.7236269851858719,156,0,False,73,65,,,,0.10247853043362065,-0.11533920367243222,-0.19195078845996372,-0.7090379896145991,0.10247853043362065,0.01272912563774553,0.10421990637542722,0.6202379083602011,0.007854322529354585,66,,,1.0,1.0,1.0,-0.0001327256120939868,1.741149052317348,-0.09058057959086885,1.0,1.0,False,False,False,False,-0.0001327256120939868,1.741149052317348,0.00011730371383444904,0.25,0.00025,CASH,SPY,CASH,SPY,1.0,1.0,1.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,167,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6213478465789521,-0.0001327256120939868,False,False,False,False,0.04314159506792681,-2.761662826429997,False,False,0.0,SPY,0.0,0.25,SPY,0.25,SPY,2011-12-07,0,True,False,HALF_POSITION_WAIT_DOWN,SPY,2011-12-07,0,True,False,76,66,165,1.0,1.0
2011-12-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,SPY,0.25,SPY,1.0,,,0,SPY,1.0,False,True,SPY,0.1650516294359008,0.1650516294359008,False,-0.021936534231742133,-0.0053961557725596965,-0.005484133557935533,8.797778537583678e-05,0.75,0.754157529290476,0.000754157529290476,-0.006146243750345004,1.7130331536002472,157,0,False,73,66,,,,0.1650516294359008,-0.05719348442222327,-0.20612164826288382,-0.7358057387208804,0.1650516294359008,0.0031717497163349373,0.1277522894967451,0.6877907248392574,0.020370509721423624,66,,,1.0,1.0,1.0,-0.006142108655730283,1.7304547256521932,-0.096166332484653,1.0,1.0,False,False,False,False,-0.006142108655730283,1.7304547256521932,-0.0053961557725596965,0.75,0.00075,SPY,SPY,SPY,SPY,1.0,1.0,1.0,0.25,1.0,1.0,0.245842470709524,0.754157529290476,0.754157529290476,0.0,168,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.611382647509781,-0.006146243750345004,False,False,False,False,0.019660108663234865,0.9087355630660264,True,False,0.0,SPY,0.25,1.0,SPY,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,76,67,166,1.0,1.0
