date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_BTC-USD,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_BTC-USD,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_BTC-USD,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2010-11-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.0,,,0,,0.0,False,False,CN_CYB_399006,3.895759447582841,3.895759447582841,False,0.021079812285910826,0.00011730371383444904,0.0052699530714777065,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.6846662663258716,99,0,False,43,41,0.026516311011886895,0.10657692369529692,3.895759447582841,,0.026516311011886895,0.10657692369529692,3.895759447582841,,0.0025721115721925036,0.02396079478073021,0.7538890403148357,,15,,,1.0,1.0,1.0,0.005357930856853432,1.6892774941540194,-0.009775197386649448,1.0,1.0,False,False,False,False,0.005357930856853432,1.6892774941540194,0.005357930856853543,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CASH,CASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5640704728375443,0.0057035996766852115,True,True,False,False,0.17301186484829945,42.368593931497585,True,False,0.0,CN_CYB_399006,0.25,0.25,,,CN_CYB_399006,2010-11-17,5,False,False,BLOCKED_BY_OVERHEAT,,,0,False,False,45,43,106,0.0,0.0
2010-11-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.0,,,0,CN_CYB_399006,0.0,False,False,CN_CYB_399006,3.8439941808757894,3.8439941808757894,False,-0.018281269394679223,0.00011730371383444904,-0.004570317348669806,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.6848638839354833,100,0,False,43,42,0.027267565285555406,0.09515504294220167,3.8439941808757894,,0.027267565285555406,0.09515504294220167,3.8439941808757894,,0.0029223211346709466,0.02086164077819952,0.7648572339813036,,15,,,1.0,1.0,1.0,-0.005228977808621527,1.6804442996244842,-0.014953060905061322,1.0,1.0,False,False,False,False,-0.005228977808621527,1.6804442996244842,-0.004482339563293969,0.75,0.00075,CN_CYB_399006,CN_CYB_399006,CASH,CASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,108,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5553269852598204,-0.005590213311719605,True,True,False,False,0.1480250790686235,39.99242541946486,True,False,0.0,CN_CYB_399006,0.25,1.0,CN_CYB_399006,1.0,,,0,False,True,BLOCKED_BY_OVERHEAT,,,0,False,False,45,43,106,0.0,0.0
2010-11-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.0,,,0,,0.0,False,False,CN_CYB_399006,3.8959724941026277,3.8959724941026277,False,0.008143410336509005,0.00011730371383444904,0.008143410336509005,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.6850615247263745,100,0,False,43,42,0.003720728838462195,0.04582407445166514,3.8959724941026277,,0.003720728838462195,0.04582407445166514,3.8959724941026277,,6.186180956713194e-05,0.0055539154457106,0.7775908112382203,,15,,,1.0,1.0,1.0,0.008143410336509005,1.6941288471039737,-0.006931419479289103,1.0,1.0,False,False,False,False,0.008143410336509005,1.6941288471039737,0.008143410336509005,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CASH,CASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5679926511082365,0.008143410336509005,True,True,False,False,0.1538189748207932,39.95415827816533,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,BLOCKED_BY_OVERHEAT,,,0,False,False,45,43,106,0.0,0.0
2010-11-29,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.0,,,0,,0.0,False,False,CN_CYB_399006,4.185889950189946,4.185889950189946,False,0.020142656596592534,0.00011730371383444904,0.020142656596592534,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.6852591887012645,100,0,False,43,42,,0.014011826013477835,4.185889950189946,,-0.016084204229581234,0.014011826013477835,4.185889950189946,,0.00129975586073372,0.0005899638765152204,0.7950346164461175,,15,,,1.0,1.0,1.0,0.020142656596592534,1.7282531027015702,0.0,1.0,1.0,False,False,False,False,0.020142656596592534,1.7282531027015702,0.020142656596592534,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CASH,CASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5995761886254904,0.020142656596592534,True,True,False,False,0.17247460407925086,49.97308064101901,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,BLOCKED_BY_OVERHEAT,,,0,False,False,45,43,106,0.0,0.0
2010-11-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.0,,,0,,0.0,False,False,CN_CYB_399006,3.768443507920318,3.768443507920318,False,-0.031641409381121366,0.00011730371383444904,-0.031641409381121366,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.6854568758628727,100,0,False,43,42,,0.03432994745812823,3.768443507920318,,-0.07065886076887251,0.03432994745812823,3.768443507920318,,0.027240772765336874,0.0036425763756486873,0.7760713123328852,,15,,,1.0,1.0,1.0,-0.031641409381121366,1.6735687387647966,-0.031641409381121366,1.0,1.0,False,False,False,False,-0.031641409381121366,1.6735687387647966,-0.031641409381121366,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CASH,CASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5489633436048975,-0.031641409381121366,True,True,False,False,0.13173484722086282,49.054784089268814,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,BLOCKED_BY_OVERHEAT,,,0,False,False,45,43,106,0.0,0.0
2010-12-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.25,CN_CYB_399006,2010-12-01,0,CN_CYB_399006,0.25,True,False,CN_CYB_399006,3.3080555103516707,3.3080555103516707,False,-0.003663974053409902,0.00011730371383444904,-0.003663974053409902,0.00011730371383444904,1.0,0.25,0.00025,-0.0001327256120939868,1.6852331725673657,100,0,False,43,42,,0.052574909646822876,3.3080555103516707,,-0.045010602483818496,0.052574909646822876,3.3080555103516707,,0.01114983591656038,0.008874039588595672,0.7444933631825377,,15,,,1.0,1.0,1.0,-0.003663974053409902,1.6674368263293644,-0.03518945013154551,1.0,1.0,False,False,False,False,-0.003663974053409902,1.6674368263293644,-0.003663974053409902,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CASH,CN_CYB_399006,0.0,1.0,1.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,109,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5432879821042462,-0.003663974053409902,True,False,False,True,0.12439804217626516,38.57928237228349,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,HALF_POSITION_WAIT_DOWN,CN_CYB_399006,2010-12-01,0,True,False,46,43,107,0.0,1.0
2010-12-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.25,CN_CYB_399006,0.25,CN_CYB_399006,2010-12-01,1,,,False,False,CN_CYB_399006,2.883622551053277,2.883622551053277,False,0.0005649117590842412,0.00022920572514689708,0.0005649117590842412,8.797778537583678e-05,0.75,0.0,0.0,0.0002292057251469526,1.6856194376587257,100,0,False,43,42,0.016237288390027915,0.06567258728206649,2.883622551053277,,0.016237288390027915,0.06567258728206649,2.883622551053277,,0.0012415598158318497,0.01464410448244935,0.709168217037673,,15,,,1.0,1.0,1.0,0.0005649117590842412,1.668378781000088,-0.034644417306636255,1.0,1.0,False,False,False,False,0.0005649117590842412,1.668378781000088,0.0005649117590842412,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,0.25,0.2500839072764562,0.2500839072764562,0.2500839072764562,0.0,0.0,0.0,109,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5441598036329902,0.0005649117590842412,False,False,False,False,0.12230123970151108,29.3991284630421,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,HALF_POSITION_WAIT_DOWN,CN_CYB_399006,2010-12-01,1,False,False,46,43,107,1.0,1.0
2010-12-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.25,CN_CYB_399006,1.0,,,0,CN_CYB_399006,1.0,False,True,CN_CYB_399006,2.2760517380874408,2.2760517380874408,False,-0.016896182843170404,-0.004137495480736787,-0.016896182843170404,8.796794274069074e-05,0.7499160927235438,0.753120091641905,0.000753120091641905,-0.004887499541403106,1.6773809734301885,100,0,False,43,42,0.08503129371968288,0.15946288575636558,2.2760517380874408,,0.08503129371968288,0.15946288575636558,2.2760517380874408,,0.028753318091405577,0.0662543840763331,0.6173763482367547,,15,,,1.0,1.0,1.0,-0.016896182843170404,1.640189548064645,-0.05095524174049859,1.0,1.0,False,False,False,False,-0.016896182843170404,1.640189548064645,-0.016896182843170404,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,0.2500839072764562,1.0,1.0,0.24687990835809503,0.753120091641905,0.753120091641905,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5180693972517332,-0.016896182843170404,False,False,False,False,0.10102414426876538,18.243587864949145,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,True,46,44,108,1.0,1.0
2010-12-06,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.587314562929096,1.587314562929096,False,-0.020343040522860067,-0.020343040522860067,-0.020343040522860067,0.0,0.0,0.0,0.0,-0.020343040522860067,1.6432579443154238,100,0,False,43,42,0.14917098135674878,0.2811659045088064,1.587314562929096,,0.14917098135674878,0.2811659045088064,1.587314562929096,,0.07828215961481133,0.14856747905696088,0.44769654807152226,,15,,,1.0,1.0,1.0,-0.020343040522860067,1.6068231056231943,-0.07026169771577961,1.0,1.0,False,False,False,False,-0.020343040522860067,1.6068231056231943,-0.020343040522860067,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.4871872499869274,-0.020343040522860067,False,False,False,False,0.07625864724733677,8.89759778851246,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.2649625216772042,1.2649625216772042,False,0.02407387980955278,0.02407387980955278,0.02407387980955278,0.0,0.0,0.0,0.0,0.02407387980955278,1.682817538562966,100,0,False,43,42,0.21158077494348282,0.312272394722634,1.2649625216772042,,0.21158077494348282,0.312272394722634,1.2649625216772042,,0.1423098970816603,0.1847653270774997,0.376844348707962,,15,,,1.0,1.0,1.0,0.02407387980955278,1.6455055719431795,-0.047879289572251515,1.0,1.0,False,False,False,False,0.02407387980955278,1.6455055719431795,0.02407387980955278,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.522989617097412,0.02407387980955278,False,False,False,False,0.09961634796314955,3.8112174994570047,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.9919412828486214,0.9919412828486214,False,-0.0012507618198283055,-0.0012507618198283055,-0.0012507618198283055,0.0,0.0,0.0,0.0,-0.0012507618198283055,1.680712734635994,100,0,False,43,42,0.28558365832570054,0.2836112143554974,0.9919412828486214,,0.28558365832570054,0.2836112143554974,0.9919412828486214,,0.22695581484595806,0.16824218983872963,0.3048501974388921,,15,,,1.0,1.0,1.0,-0.0012507618198283055,1.6434474363994782,-0.04907016580472234,1.0,1.0,False,False,False,False,-0.0012507618198283055,1.6434474363994782,-0.0012507618198283055,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5210847198323516,-0.0012507618198283055,False,False,False,False,0.09610477686407992,1.8450457644603802,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.6806174170183303,0.6806174170183303,False,-0.013538589893978825,-0.013538589893978825,-0.013538589893978825,0.0,0.0,0.0,0.0,-0.013538589893978825,1.6579582541921696,100,0,False,43,42,0.3591358285947781,0.2772683182700033,0.6806174170183303,,0.3591358285947781,0.2772683182700033,0.6806174170183303,,0.3199003611252562,0.17430393214260298,0.19640078902530944,,15,,,1.0,1.0,1.0,-0.013538589893978825,1.6211974755457548,-0.06194441484784152,1.0,1.0,False,False,False,False,-0.013538589893978825,1.6211974755457548,-0.013538589893978825,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5004913776165436,-0.013538589893978825,False,False,False,False,0.07899247552366262,-3.5306777113495205,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.5224106382064244,0.5224106382064244,False,0.019457751690430403,0.019457751690430403,0.019457751690430403,0.0,0.0,0.0,0.0,0.019457751690430403,1.6902183942153404,100,0,False,43,42,0.46079318147133796,0.27478474930406804,0.5224106382064244,,0.46079318147133796,0.27478474930406804,0.5224106382064244,,0.43460465586676744,0.18535412737799317,0.14930333190465073,,15,,,1.0,1.0,1.0,0.019457751690430403,1.6527423334660767,-0.0436919622001295,1.0,1.0,False,False,False,False,0.019457751690430403,1.6527423334660767,0.019457751690430403,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5296875662558382,0.019457751690430403,False,False,False,False,0.09750098324766698,-12.792518269100146,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.567242859069879,0.567242859069879,False,0.0363986660964466,0.0363986660964466,0.0363986660964466,0.0,0.0,0.0,0.0,0.0363986660964466,1.7517400891764567,100,0,False,43,42,0.5329284826556953,0.29508564478758825,0.567242859069879,,0.5329284826556953,0.29508564478758825,0.567242859069879,,0.5326424471305817,0.2243485934022269,0.17458542920263898,,15,,,1.0,1.0,1.0,0.0363986660964466,1.7128999498053703,-0.008883625246904003,1.0,1.0,False,False,False,False,0.0363986660964466,1.7128999498053703,0.0363986660964466,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5853661532118706,0.0363986660964466,False,False,False,False,0.1341957124942037,-9.439924875218104,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.6519462473875193,0.6519462473875193,False,0.007648409661688671,0.007648409661688671,0.007648409661688671,0.0,0.0,0.0,0.0,0.007648409661688671,1.7651381149992813,100,0,False,43,42,0.6021547337420481,0.32211705964172754,0.6519462473875193,,0.6021547337420481,0.32211705964172754,0.6519462473875193,,0.6281664581898143,0.27808147080736556,0.21271240443786654,,15,,,1.0,1.0,1.0,0.007648409661688671,1.7260009103309677,-0.0013031611903846496,1.0,1.0,False,False,False,False,0.007648409661688671,1.7260009103309677,0.007648409661688671,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5974916830154104,0.007648409661688671,False,False,False,False,0.13936738797885062,-8.998538626904466,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.6961738404000124,0.6961738404000124,False,-0.005511604241210555,-0.005511604241210555,-0.005511604241210555,0.0,0.0,0.0,0.0,-0.005511604241210555,1.7554093722783288,100,0,False,43,42,0.625977161045757,0.2900761939318819,0.6961738404000124,,0.625977161045757,0.2900761939318819,0.6961738404000124,,0.686616772235055,0.25250807619194404,0.2408101520288397,,15,,,1.0,1.0,1.0,-0.005511604241210555,1.7164878763932543,-0.006807582922851219,1.0,1.0,False,False,False,False,-0.005511604241210555,1.7164878763932543,-0.005511604241210555,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5886869410800042,-0.005511604241210555,False,False,False,False,0.12997313470853777,-15.814639628320567,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.8011286553808039,0.8011286553808039,False,0.010914306273951846,0.010914306273951846,0.010914306273951846,0.0,0.0,0.0,0.0,0.010914306273951846,1.7745684478035402,100,0,False,43,42,0.6757200559183112,0.22711443102645323,0.8011286553808039,,0.6757200559183112,0.22711443102645323,0.8011286553808039,,0.7566081225562552,0.1734985946388009,0.2879815320773361,,15,,,1.0,1.0,1.0,0.010914306273951846,1.7352221507917354,0.0,1.0,1.0,False,False,False,False,0.010914306273951846,1.7352221507917354,0.010914306273951846,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.606026356928379,0.010914306273951846,False,False,False,False,0.13907443681548415,-19.292194870526522,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.9270541577060982,0.9270541577060982,False,0.006491269601560878,0.006491269601560878,0.006491269601560878,0.0,0.0,0.0,0.0,0.006491269601560878,1.7860876500246563,100,0,False,43,42,0.7057758014391284,0.17635093034337812,0.9270541577060982,,0.7057758014391284,0.17635093034337812,0.9270541577060982,,0.8065613868478985,0.11866276034609513,0.34059035209155875,,15,,,1.0,1.0,1.0,0.006491269601560878,1.7464859455911248,0.0,1.0,1.0,False,False,False,False,0.006491269601560878,1.7464859455911248,0.006491269601560878,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6164515069984138,0.006491269601560878,False,False,False,False,0.1428949088618381,-16.839507318082838,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.9105261748983551,0.9105261748983551,False,-0.01674395895479408,-0.01674395895479408,-0.01674395895479408,0.0,0.0,0.0,0.0,-0.01674395895479408,1.756181471722979,100,0,False,43,42,0.7167107969296462,0.15430586261676904,0.9105261748983551,,0.7167107969296462,0.15430586261676904,0.9105261748983551,,0.8403770007195654,0.10316613525268647,0.35326057698053037,,15,,,1.0,1.0,1.0,-0.01674395895479408,1.7172428566030222,-0.01674395895479408,1.0,1.0,False,False,False,False,-0.01674395895479408,1.7172428566030222,-0.01674395895479408,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5893857093128172,-0.01674395895479408,False,False,False,False,0.11991335093103883,-15.122650624154334,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.8846802416248292,0.8846802416248292,False,0.002214730722563063,0.002214730722563063,0.002214730722563063,0.0,0.0,0.0,0.0,0.002214730722563063,1.7600709407827997,100,0,False,43,42,0.7378890766650226,0.13070684675188038,0.8846802416248292,,0.7378890766650226,0.13070684675188038,0.8846802416248292,,0.8664949596613725,0.08482224156686091,0.36405056459309615,,15,,,1.0,1.0,1.0,0.002214730722563063,1.721046087115643,-0.014566311592545511,1.0,1.0,False,False,False,False,0.002214730722563063,1.721046087115643,0.002214730722563063,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.592905770673235,0.002214730722563063,False,False,False,False,0.11822010805584005,-12.379450502008453,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
2010-12-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.7712341286006712,0.7712341286006712,False,-0.011008031130300577,-0.011008031130300577,-0.011008031130300577,0.0,0.0,0.0,0.0,-0.011008031130300577,1.740696025075125,100,0,False,43,42,0.7305673873479293,0.08987403950650186,0.7712341286006712,,0.7305673873479293,0.08987403950650186,0.7712341286006712,,0.8767393824334954,0.04723582933098136,0.3346929527205855,,15,,,1.0,1.0,1.0,-0.011008031130300577,1.702100758211992,-0.025413996311381637,1.0,1.0,False,False,False,False,-0.011008031130300577,1.702100758211992,-0.011008031130300577,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5753710143620285,-0.011008031130300577,False,False,False,False,0.10203265224868474,-8.889131525367866,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,46,44,108,1.0,1.0
