date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_EWJ,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_EWJ,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_EWJ,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2009-08-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,EWJ,0.25,EWJ,2009-08-17,0,EWJ,0.25,True,False,EWJ,1.1019936345585761,0.746379449073276,False,-0.029018227615493664,-0.029018227615493664,-0.029018227615493664,0.0,0.0,1.25,0.00125,-0.030231954830974295,1.0838823429119455,84,0,False,37,33,0.746379449073276,0.09122557214938909,,1.1019936345585761,0.746379449073276,0.09122557214938909,,1.1019936345585761,0.385390842280517,0.04076130922739307,,0.7209503746912362,26,,,1.0,1.0,1.0,-0.030231954830974295,1.0987211876422192,-0.09591864770112801,1.0,1.0,False,False,False,False,-0.030231954830974295,1.0987211876422192,-0.029018227615493664,1.25,0.00125,QQQ,EWJ,QQQ,EWJ,1.0,1.0,1.0,1.0,0.25,0.25,1.0,-0.75,0.25,1.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0138052126650334,-0.030231954830974295,False,False,False,False,0.03254384626883344,8.088216773569147,True,False,0.0,EWJ,1.0,0.25,EWJ,0.25,EWJ,2009-08-17,0,True,False,HALF_POSITION_WAIT_DOWN,EWJ,2009-08-17,0,True,False,39,34,89,1.0,1.0
2009-08-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,0.25,EWJ,0.25,EWJ,2009-08-17,1,,,False,False,EWJ,0.9032130316352518,0.9032130316352518,False,0.008154826720594421,0.002126684465524442,0.0020387066801486053,8.797778537583678e-05,0.75,0.0,0.0,0.002126684465524331,1.0861874186530724,84,0,False,37,33,0.48067423171565404,0.011753905399552123,,0.9032130316352518,0.48067423171565404,0.011753905399552123,,0.9032130316352518,0.25606699763015395,0.0007871070028769855,,0.6380183091460327,26,,,1.0,1.0,1.0,0.002126684465524331,1.1010578209239203,-0.09399595193362376,1.0,1.0,False,False,False,False,0.002126684465524331,1.1010578209239203,0.002126684465524442,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,0.25,0.2515038373761809,0.2515038373761809,0.2515038373761809,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0159612564618759,0.002126684465524331,False,False,False,False,0.03950650585518378,3.229224184188772,True,False,0.0,EWJ,0.25,0.25,,,EWJ,2009-08-17,1,False,False,HALF_POSITION_WAIT_DOWN,EWJ,2009-08-17,1,False,False,39,34,89,1.0,1.0
2009-08-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,0.25,EWJ,0.25,EWJ,2009-08-17,2,,,False,False,EWJ,0.7407844578682439,0.7407844578682439,False,0.003033233607260266,0.0008506712715509603,0.0007583084018150665,8.780137966660772e-05,0.7484961626238191,0.0,0.0,0.000850671271551029,1.0871114070856407,84,0,False,37,33,0.3132686734657939,,,0.7407844578682439,0.3132686734657939,-0.03329775676794644,,0.7407844578682439,0.16831555341425353,0.00732056095240563,,0.5681999236284786,26,,,1.0,1.0,1.0,0.0008462861871909588,1.1019896309490669,-0.09322921322220601,1.0,1.0,False,False,False,False,0.0008462861871909588,1.1019896309490669,0.0008462861871909033,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,0.2515038373761809,0.2520522936229517,0.2520522936229517,0.2520522936229517,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.016825505515757,0.000850671271551029,False,False,False,False,0.041147045725620224,0.07555262141518428,True,False,0.0,EWJ,0.25,0.25,,,EWJ,2009-08-17,2,False,False,HALF_POSITION_WAIT_DOWN,EWJ,2009-08-17,2,False,False,39,34,89,1.0,1.0
2009-08-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,0.25,EWJ,0.25,EWJ,2009-08-17,3,,,False,False,EWJ,0.6648552067447484,0.6648552067447484,False,0.012096636032195685,0.0031367219007489497,0.003024159008048921,8.773704371198579e-05,0.7479477063770483,0.0,0.0,0.0031367219007489844,1.0905213732448003,84,0,False,37,33,0.23698284823513993,,,0.6648552067447484,0.23698284823513993,-0.07577467925202863,,0.6648552067447484,0.13449721973515283,0.04194111023843172,,0.5552086009668664,26,,,1.0,1.0,1.0,0.0031121367934248134,1.105419173425516,-0.09040721849347211,1.0,1.0,False,False,False,False,0.0031121367934248134,1.105419173425516,0.003112136793424758,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,0.2520522936229517,0.25430359881215525,0.25430359881215525,0.25430359881215525,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0200150043481484,0.0031367219007489844,False,False,False,False,0.05254298840188354,-1.1567693485355508,False,False,0.0,EWJ,0.25,0.25,,,EWJ,2009-08-17,3,False,False,HALF_POSITION_WAIT_DOWN,EWJ,2009-08-17,3,False,False,39,34,89,1.0,1.0
2009-08-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,0.25,EWJ,0.25,EWJ,2009-08-17,4,,,False,False,EWJ,0.6509822351323611,0.6509822351323611,False,0.010956320859418112,0.0028737047815430286,0.002739080214854528,8.747295725231744e-05,0.7456964011878447,0.0,0.0,0.0028737047815430294,1.0936552097294687,84,0,False,37,33,0.23464303440474166,,,0.6509822351323611,0.23464303440474166,-0.05947621125101932,,0.6509822351323611,0.1495418415669656,0.02664185213348591,,0.5723134430587815,26,,,1.0,1.0,1.0,0.002827058000230309,1.1085442575433566,-0.08783574694356244,1.0,1.0,False,False,False,False,0.002827058000230309,1.1085442575433566,0.0028270580002303647,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,0.25430359881215525,0.2563531473710821,0.2563531473710821,0.2563531473710821,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0229462263433893,0.0028737047815430294,False,False,False,False,0.06233030653065641,-0.7281233239784631,False,False,0.0,EWJ,0.25,0.25,,,EWJ,2009-08-17,4,False,False,HALF_POSITION_WAIT_DOWN,EWJ,2009-08-17,4,False,False,39,34,89,1.0,1.0
2009-08-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,0.25,EWJ,1.0,,,0,EWJ,1.0,False,True,EWJ,0.6184526652842002,0.6184526652842002,False,-0.0019705273426166015,-0.00041791834866586916,-0.0004926318356541504,8.723253759467129e-05,0.7436468526289179,0.7440450352389727,0.0007440450352389727,-0.001161652433832372,1.092384762493313,85,0,False,37,34,0.23717911094854172,,,0.6184526652842002,0.23717911094854172,-0.08663469494110698,,0.6184526652842002,0.16509317810040902,0.06019053535340635,,0.5822750409924351,26,,,1.0,1.0,1.0,-0.0011543505597405579,1.1072646088591642,-0.08888870425965345,1.0,1.0,False,False,False,False,-0.0011543505597405579,1.1072646088591642,-0.0004046540502783136,0.75,0.00075,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,0.2563531473710821,1.0,1.0,0.25595496476102736,0.7440450352389727,0.7440450352389727,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0217579183698777,-0.001161652433832372,False,False,False,False,0.05901522611818022,-1.644909739481046,False,False,0.0,EWJ,0.25,1.0,EWJ,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,39,35,90,1.0,1.0
2009-08-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.624042421503129,0.624042421503129,False,0.007897415813811204,0.007897415813811204,0.007897415813811204,0.0,0.0,0.0,0.0,0.007897415813811204,1.101011779191394,85,0,False,37,34,0.25524520281650553,,,0.624042421503129,0.25524520281650553,-0.09374038987037647,,0.624042421503129,0.19319692751908302,0.07612752733881678,,0.6066340720869604,26,,,1.0,1.0,1.0,0.007897415813811204,1.116009137891242,-0.08169327950453165,1.0,1.0,False,False,False,False,0.007897415813811204,1.116009137891242,0.007897415813811204,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0298271655122988,0.007897415813811204,False,False,False,False,0.06602020171518208,-2.334397218993934,False,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-08-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.628054580580377,0.628054580580377,False,0.0009798548749988534,0.0009798548749988534,0.0009798548749988534,0.0,0.0,0.0,0.0,0.0009798548749988534,1.1020906109506658,85,0,False,37,34,0.26557912766324887,,,0.628054580580377,0.26557912766324887,-0.09592559999141259,,0.628054580580377,0.2163442485855378,0.08599014689012574,,0.6298570700780802,26,,,1.0,1.0,1.0,0.0009798548749988534,1.117102664885548,-0.08079347218771005,1.0,1.0,False,False,False,False,0.0009798548749988534,1.117102664885548,0.0009798548749988534,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0308362466808323,0.0009798548749988534,False,False,False,False,0.06530313022500955,-2.618581564635994,False,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-08-27,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.6451525928058484,0.6451525928058484,False,0.002934909941659125,0.002934909941659125,0.002934909941659125,0.0,0.0,0.0,0.0,0.002934909941659125,1.1053251476413541,85,0,False,37,34,0.28866064760885846,,,0.6451525928058484,0.28866064760885846,-0.08039561102579817,,0.6451525928058484,0.25157501601462806,0.06389042009389734,,0.6535268728503744,26,,,1.0,1.0,1.0,0.002934909941659125,1.1203812606025745,-0.07809568381079579,1.0,1.0,False,False,False,False,0.002934909941659125,1.1203812606025745,0.002934909941659125,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0338616582294384,0.002934909941659125,False,False,False,False,0.06674206002593297,-1.5458151520381427,False,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-08-28,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.6493312640721272,0.6493312640721272,False,-0.0009754615786226051,-0.0009754615786226051,-0.0009754615786226051,0.0,0.0,0.0,0.0,-0.0009754615786226051,1.1042469454279447,85,0,False,37,34,0.3158177305785832,,,0.6493312640721272,0.3158177305785832,-0.04200722534933188,,0.6493312640721272,0.2920740530988897,0.01678750366980497,,0.6724124551879076,26,,,1.0,1.0,1.0,-0.0009754615786226051,1.119288371729448,-0.07899496605040468,1.0,1.0,False,False,False,False,-0.0009754615786226051,1.119288371729448,-0.0009754615786226051,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0328531659042246,-0.0009754615786226051,False,False,False,False,0.06383767374980032,-0.49305799728240224,False,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-08-31,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.6358391891924537,0.6358391891924537,False,-0.0019527647200718867,-0.0019527647200718867,-0.0019527647200718867,0.0,0.0,0.0,0.0,-0.0019527647200718867,1.1020906109506658,85,0,False,37,34,0.2951217631953136,,,0.6358391891924537,0.2951217631953136,-0.023777323849377807,,0.6358391891924537,0.2780728378729821,0.005669341404732964,,0.6818895562698788,26,,,1.0,1.0,1.0,-0.0019527647200718867,1.117102664885548,-0.08079347218771005,1.0,1.0,False,False,False,False,-0.0019527647200718867,1.117102664885548,-0.0019527647200718867,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0308362466808323,-0.0019527647200718867,False,False,False,False,0.06003431794246561,2.278098823886191,True,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-09-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.5350017594483061,0.5350017594483061,False,-0.014677532791863457,-0.014677532791863457,-0.014677532791863457,0.0,0.0,0.0,0.0,-0.014677532791863457,1.0859146398688326,85,0,False,37,34,0.19729346894745947,0.010594384447903726,,0.5350017594483061,0.19729346894745947,0.010594384447903726,,0.5350017594483061,0.13344934891019478,0.001102247871940798,,0.589186156040828,26,,,1.0,1.0,1.0,-0.014677532791863457,1.1007063538898123,-0.09428515614216981,1.0,1.0,False,False,False,False,-0.014677532791863457,1.1007063538898123,-0.014677532791863457,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0157061138671328,-0.014677532791863457,False,False,False,False,0.04319388091934928,2.6102781753042303,True,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-09-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.4611286159195376,0.4611286159195376,False,0.002979401848345997,0.002979401848345997,0.002979401848345997,0.0,0.0,0.0,0.0,0.002979401848345997,1.0891500159540037,85,0,False,37,34,0.11222804090546123,0.1319670218543696,,0.4611286159195376,0.11222804090546123,0.1319670218543696,,0.4611286159195376,0.04603065894018343,0.08166803845885329,,0.5234573727024939,26,,,1.0,1.0,1.0,0.002979401848345997,1.1039858004350778,-0.09158666766230539,1.0,1.0,False,False,False,False,0.002979401848345997,1.1039858004350778,0.002979401848345997,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0187323105401649,0.002979401848345997,False,False,False,False,0.04498341488797086,2.195577515721629,True,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-09-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,EWJ,1.0,,,0,,,False,False,EWJ,0.3796934810673649,0.3796934810673649,False,-0.0029705513820678098,-0.0029705513820678098,-0.0029705513820678098,0.0,0.0,0.0,0.0,-0.0029705513820678098,1.0859146398688324,85,0,False,37,34,0.06775055290849386,0.30448901394037486,,0.3796934810673649,0.06775055290849386,0.30448901394037486,,0.3796934810673649,0.018271888883340415,0.20415138854703596,,0.43036467760290875,26,,,1.0,1.0,1.0,-0.0029705513820678098,1.100706353889812,-0.09428515614217003,1.0,1.0,False,False,False,False,-0.0029705513820678098,1.100706353889812,-0.0029705513820678098,0.0,0.0,EWJ,EWJ,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0157061138671326,-0.0029705513820678098,False,False,False,False,0.04090696773415137,1.0720991047687318,True,False,0.0,EWJ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,39,35,90,1.0,1.0
2009-09-04,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWJ,1.0,GLD,0.25,GLD,2009-09-04,0,GLD,0.25,True,False,GLD,0.4716994974146682,0.30104342136594875,False,-0.001986246427123639,-0.001986246427123639,-0.001986246427123639,0.0,0.0,1.25,0.00125,-0.003233763619089669,1.0824030486129876,86,0,False,38,34,0.10895698775408191,0.4716994974146682,,0.30104342136594875,0.10895698775408191,0.4716994974146682,,0.30104342136594875,0.044571550536076976,0.31265088868698876,,0.3252346957324642,26,,,1.0,1.0,1.0,-0.003233763619089558,1.0971469297273024,-0.09721402385350686,1.0,1.0,False,False,False,False,-0.003233763619089558,1.0971469297273024,-0.001986246427123639,1.25,0.00125,EWJ,GLD,EWJ,GLD,1.0,1.0,1.0,1.0,0.25,0.25,1.0,-0.75,0.25,1.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0124215603884221,-0.003233763619089669,False,False,False,False,0.05388085694019096,21.849024501955824,True,False,0.0,GLD,1.0,0.25,GLD,0.25,GLD,2009-09-04,0,True,False,HALF_POSITION_WAIT_DOWN,GLD,2009-09-04,0,True,False,40,35,91,1.0,1.0
2009-09-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,GLD,0.25,GLD,2009-09-04,1,,,False,False,GLD,0.6302888385238368,0.6302888385238368,False,0.0,8.797778537583678e-05,0.0,8.797778537583678e-05,0.75,0.0,0.0,8.79777853759478e-05,1.0824982760360888,86,0,False,38,34,0.1473085816591344,0.6302888385238368,,0.23674649970932382,0.1473085816591344,0.6302888385238368,,0.23674649970932382,0.07807003945757585,0.4115817907835322,,0.23550375808760016,26,,,1.0,1.0,1.0,8.79777853759478e-05,1.0972434542844118,-0.09713459874265706,1.0,1.0,False,False,False,False,8.79777853759478e-05,1.0972434542844118,8.797778537583678e-05,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,0.25,0.24997800748850846,0.24997800748850846,0.24997800748850846,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.012510630995172,8.79777853759478e-05,False,False,False,False,0.052661861927009834,26.656772472065413,True,False,0.0,GLD,0.25,0.25,,,GLD,2009-09-04,1,False,False,HALF_POSITION_WAIT_DOWN,GLD,2009-09-04,1,False,False,40,35,91,1.0,1.0
2009-09-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,GLD,1.0,,,0,GLD,1.0,False,True,GLD,0.7746087983507441,0.7746087983507441,False,-0.0010253099084660544,-0.00016832456279745802,-0.0002563274771165136,8.798036517911128e-05,0.7500219925114915,0.7502362560664678,0.0007502362560664679,-0.0009184345356741952,1.0815040722345695,87,0,False,38,35,0.22040873364297986,0.7746087983507441,,0.22135053456143305,0.22040873364297986,0.7746087983507441,,0.22135053456143305,0.14698145726049727,0.5033192070785313,,0.22520673575005257,26,,,1.0,1.0,1.0,-0.0009182234294717873,1.0962359396368533,-0.09796363090775106,1.0,1.0,False,False,False,False,-0.0009182234294717873,1.0962359396368533,-0.00016834969174067682,0.75,0.00075,GLD,GLD,GLD,GLD,1.0,1.0,1.0,0.24997800748850846,1.0,1.0,0.24976374393353215,0.7502362560664678,0.7502362560664678,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0115807062639286,-0.0009184345356741952,False,False,False,False,0.05054317332121072,30.085919230637284,True,False,0.0,GLD,0.25,1.0,GLD,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,40,36,92,1.0,1.0
2009-09-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.8833198916292524,0.8833198916292524,False,-0.003592307020679586,-0.003592307020679586,-0.003592307020679586,0.0,0.0,0.0,0.0,-0.003592307020679586,1.0776189775629876,87,0,False,38,35,0.3235566511709902,0.8833198916292524,,0.22347384984984586,0.3235566511709902,0.8833198916292524,,0.22347384984984586,0.24005732159639093,0.5820433825841779,,0.24006551471959003,26,,,1.0,1.0,1.0,-0.003592307020679697,1.0922979235745744,-0.10120402248934957,1.0,1.0,False,False,False,False,-0.003592307020679697,1.0922979235745744,-0.003592307020679586,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0079467977908327,-0.003592307020679586,False,False,False,False,0.04588027593522992,32.11239152150232,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,40,36,92,1.0,1.0
2009-09-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.0139237617446852,1.0139237617446852,False,0.006386434955640619,0.006386434955640619,0.006386434955640619,0.0,0.0,0.0,0.0,0.006386434955640619,1.0845011210701576,87,0,False,38,35,0.4642256131974425,1.0139237617446852,,0.27414347465123323,0.4642256131974425,1.0139237617446852,,0.27414347465123323,0.343144215690972,0.6617503277304195,,0.3080139042401071,26,,,1.0,1.0,1.0,0.006386434955640619,1.0992738132156648,-0.09546392044058638,1.0,1.0,False,False,False,False,0.006386434955640619,1.0992738132156648,0.006386434955640619,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0143839844536702,0.006386434955640619,False,False,False,False,0.05141000758815051,36.02609632423473,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,40,36,92,1.0,1.0
2009-09-11,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.1972317072796748,1.1972317072796748,False,0.011054266783926625,0.011054266783926625,0.011054266783926625,0.0,0.0,0.0,0.0,0.011054266783926625,1.0964894857899345,87,0,False,38,35,0.5920965929329807,1.1972317072796748,,0.30722611567232905,0.5920965929329807,1.1972317072796748,,0.30722611567232905,0.4307709491877859,0.7374641474382708,,0.35886663333423263,26,,,1.0,1.0,1.0,0.011054266783926625,1.1114254792155351,-0.08546493730144944,1.0,1.0,False,False,False,False,0.011054266783926625,1.1114254792155351,0.011054266783926625,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.0255972556391635,0.011054266783926625,False,False,False,False,0.061722410633313185,39.89335706946678,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,40,36,92,1.0,1.0
2009-09-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.2715521680880517,1.2715521680880517,False,-0.008301272574991025,-0.008301272574991025,-0.008301272574991025,0.0,0.0,0.0,0.0,-0.008301272574991025,1.0873872276927805,87,0,False,38,35,0.7194570371714952,1.2715521680880517,,0.3098313978409064,0.7194570371714952,1.2715521680880517,,0.3098313978409064,0.5062585438149021,0.7852908785475305,,0.37784572223767254,26,,,1.0,1.0,1.0,-0.008301272574991136,1.1021992333657769,-0.09305674213629667,1.0,1.0,False,False,False,False,-0.008301272574991136,1.1021992333657769,-0.008301272574991025,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.01708349326794,-0.008301272574991025,False,False,False,False,0.051511081511741,38.336013187980996,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,40,36,92,1.0,1.0
2009-09-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.379919948697807,1.379919948697807,False,0.009595778380884434,0.009595778380884434,0.009595778380884434,0.0,0.0,0.0,0.0,0.009595778380884434,1.0978215545439247,87,0,False,38,35,0.8420734213973051,1.379919948697807,,0.2701328392989557,0.8420734213973051,1.379919948697807,,0.2701328392989557,0.5720678562733525,0.82980330868766,,0.3306251611383274,26,,,1.0,1.0,1.0,0.009595778380884434,1.1127756929407355,-0.08435391562979933,1.0,1.0,False,False,False,False,0.009595778380884434,1.1127756929407355,0.009595778380884434,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.026843201064195,0.009595778380884434,False,False,False,False,0.06008773144715529,37.90170971391423,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,40,36,92,1.0,1.0
