date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_DBMF,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_DBMF,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_DBMF,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2012-01-11,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.7002855586984795,0.7002855586984795,False,0.0020671770019191626,0.0020671770019191626,0.0020671770019191626,0.0,0.0,0.0,0.0,0.0020671770019191626,2.195740438410147,139,0,False,62,58,0.7002855586984795,,,,0.7002855586984795,-0.241531396162059,-0.8202191366271218,,0.48312834245195424,0.08539201656130258,0.7197683724552095,,21,,,1.0,1.0,1.0,0.0020671770019191626,2.2026074649093834,-0.08007486457602253,1.0,1.0,False,False,False,False,0.0020671770019191626,2.2026074649093834,0.0020671770019191626,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0381971062261486,0.0020671770019191626,False,False,False,False,0.032018045636261316,30.122138042204572,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-12,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8586513829301377,0.8586513829301377,False,0.003954658398976463,0.003954658398976463,0.003954658398976463,0.0,0.0,0.0,0.0,0.003954658398976463,2.2044238417768782,139,0,False,62,58,0.8586513829301377,,,,0.8586513829301377,-0.08533367670305625,-0.7959057384882935,,0.5908493873661945,0.00995688652742599,0.6802799541015979,,21,,,1.0,1.0,1.0,0.003954658398976463,2.2113180250201356,-0.0764368749127885,1.0,1.0,False,False,False,False,0.003954658398976463,2.2113180250201356,0.003954658398976463,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0462574795310555,0.003954658398976463,False,False,False,False,0.03590905012097978,34.48102015896396,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.9663821209992254,0.9663821209992254,False,-0.0035964683114624307,-0.0035964683114624307,-0.0035964683114624307,0.0,0.0,0.0,0.0,-0.0035964683114624307,2.1964957012848956,139,0,False,62,58,0.9663821209992254,0.05200833807688743,,,0.9663821209992254,0.05200833807688743,-0.814787267491011,,0.6756513790307197,0.003694475389676599,0.70592436620449,,21,,,1.0,1.0,1.0,-0.0035964683114624307,2.203365089816585,-0.07975844042579983,1.0,1.0,False,False,False,False,-0.0035964683114624307,2.203365089816585,-0.0035964683114624307,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.038898179348829,-0.0035964683114624307,False,False,False,False,0.03171765461669662,34.63710760549141,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.0458153111157609,1.0458153111157609,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1964957012848956,139,0,False,62,58,1.0458153111157609,0.184380695903555,,,1.0458153111157609,0.184380695903555,-0.853911997200266,,0.7456245889979971,0.04669186769447864,0.7183716175850188,,21,,,1.0,1.0,1.0,0.0,2.203365089816585,-0.07975844042579983,1.0,1.0,False,False,False,False,0.0,2.203365089816585,0.0,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.038898179348829,0.0,False,False,False,False,0.031167329680512168,33.190994285235206,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.1555026126006842,1.1555026126006842,False,0.009109177925457734,0.009109177925457734,0.009109177925457734,0.0,0.0,0.0,0.0,0.009109177925457734,2.2165039714404027,139,0,False,62,58,1.1555026126006842,0.343985705483542,,,1.1555026126006842,0.343985705483542,-0.8568174309457912,,0.8111363182905289,0.15316809912730034,0.7336748279144735,,21,,,1.0,1.0,1.0,0.009109177925457734,2.2234359344544665,-0.07137579632523772,1.0,1.0,False,False,False,False,0.009109177925457734,2.2234359344544665,0.009109177925457734,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0574708656364096,0.009109177925457734,False,False,False,False,0.04006011704723922,33.52250273779338,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.3257916295928212,1.3257916295928212,False,0.013286263624746608,0.013286263624746608,0.013286263624746608,0.0,0.0,0.0,0.0,0.013286263624746608,2.2459530275302577,139,0,False,62,58,1.3257916295928212,0.5221365993290987,,,1.3257916295928212,0.5221365993290987,-0.8817594224134038,,0.8603986247705673,0.30978498281850153,0.7531775268369352,,21,,,1.0,1.0,1.0,0.013286263624746608,2.2529770904323634,-0.05903785034689446,1.0,1.0,False,False,False,False,0.013286263624746608,2.2529770904323634,0.013286263624746608,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0848069659574904,0.013286263624746608,False,False,False,False,0.053498224921372906,32.135268466342986,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.4940506001535216,1.4940506001535216,False,0.006219459082966505,0.006219459082966505,0.006219459082966505,0.0,0.0,0.0,0.0,0.006219459082966505,2.259921640487247,139,0,False,62,58,1.4940506001535216,0.6554074660649165,,,1.4940506001535216,0.6554074660649165,-0.8922197325389531,,0.8933966817843837,0.4493368911169442,0.7759123367410488,,21,,,1.0,1.0,1.0,0.006219459082966505,2.2669893892611683,-0.053185574758506715,1.0,1.0,False,False,False,False,0.006219459082966505,2.2669893892611683,0.006219459082966505,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0977733375781464,0.006219459082966505,False,False,False,False,0.05919427120008969,36.329189047047244,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.5951175404392774,1.5951175404392774,False,-0.001503677700851469,-0.001503677700851469,-0.001503677700851469,0.0,0.0,0.0,0.0,-0.001503677700851469,2.2565234467107746,139,0,False,62,58,1.5951175404392774,0.7849529632424799,,,1.5951175404392774,0.7849529632424799,-0.8899424448446975,,0.9220880215005862,0.5746604023205507,0.7817468694809315,,21,,,1.0,1.0,1.0,-0.00150367770085158,2.2635805678684693,-0.05460927849658692,1.0,1.0,False,False,False,False,-0.00150367770085158,2.2635805678684693,-0.001503677700851469,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0946189625889895,-0.001503677700851469,False,False,False,False,0.05675442690751664,36.1879002990728,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.7347158872503146,1.7347158872503146,False,0.011377121630860021,0.011377121630860021,0.011377121630860021,0.0,0.0,0.0,0.0,0.011377121630860021,2.2821961884268904,139,0,False,62,58,1.7347158872503146,1.1154947160471234,,,1.7347158872503146,1.1154947160471234,-0.8816114473421895,,0.9358283779544845,0.6372411750253726,0.7728594792668723,,21,,,1.0,1.0,1.0,0.011377121630860021,2.28933359931036,-0.04385345326935608,1.0,1.0,False,False,False,False,0.011377121630860021,2.28933359931036,0.011377121630860021,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.11844969729667,0.011377121630860021,False,False,False,False,0.06820299572642541,37.79638160410856,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-01-31,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.81586916542265,1.81586916542265,False,0.0013233188253141126,0.0013233188253141126,0.0013233188253141126,0.0,0.0,0.0,0.0,0.0013233188253141126,2.285216261606096,139,0,False,62,58,1.81586916542265,1.467823760410294,,,1.81586916542265,1.467823760410294,-0.8719450440356089,,0.9452368080756492,0.6854107320923829,0.7625292189375766,,21,,,1.0,1.0,1.0,0.0013233188253141126,2.2923631175597516,-0.042588166544308304,1.0,1.0,False,False,False,False,0.0013233188253141126,2.2923631175597516,0.0013233188253141126,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.121253081661584,0.0013233188253141126,False,False,False,False,0.06904521192802715,39.92227806444252,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.91308392486956,1.91308392486956,False,0.008095311723050447,0.008095311723050447,0.008095311723050447,0.0,0.0,0.0,0.0,0.008095311723050447,2.3037157995983812,139,0,False,62,58,1.91308392486956,1.7832629803724815,,,1.91308392486956,1.7832629803724815,-0.8565867415725827,,0.9498940290179307,0.7314469495555438,0.739629247309708,,21,,,1.0,1.0,1.0,0.008095311723050447,2.3109205115788214,-0.03483761930514728,1.0,1.0,False,False,False,False,0.008095311723050447,2.3109205115788214,0.008095311723050447,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.138425286601116,0.008095311723050447,False,False,False,False,0.07665650296887216,41.85413669417461,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,GLD,2.146788996990107,1.9842151962746746,True,0.0031136829776412522,0.0031136829776412522,0.0031136829776412522,0.0,0.0,0.0,0.0,0.0031136829776412522,2.310888840268914,139,0,False,62,58,1.9842151962746746,2.146788996990107,,,1.9842151962746746,2.146788996990107,-0.8226186721549119,,0.9551900045884313,0.7742253913420312,0.6645709759963083,,22,,,1.0,1.0,1.0,0.0031136829776412522,2.3181159854384066,-0.031832409629718006,1.0,1.0,False,False,False,False,0.0031136829776412522,2.3181159854384066,0.0031136829776412522,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1450836650149636,0.0031136829776412522,False,False,False,False,0.07842789455150556,44.06202551090995,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,GLD,2.224347927387992,2.1470040615040524,True,0.01372310143842359,0.01372310143842359,0.01372310143842359,0.0,0.0,0.0,0.0,0.01372310143842359,2.3426014022368453,139,0,False,62,58,2.1470040615040524,2.224347927387992,,,2.1470040615040524,2.224347927387992,-0.7609195501608498,,0.9546136849129042,0.8029990198950517,0.5257634335487358,,23,,,1.0,1.0,1.0,0.01372310143842359,2.3499277262526093,-0.018546147577672367,1.0,1.0,False,False,False,False,0.01372310143842359,2.3499277262526093,0.01372310143842359,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1745208657438693,0.01372310143842359,False,False,False,False,0.09151348378418245,44.29619843922205,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-06,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.2329024625858933,2.2329024625858933,False,-0.0008057303183873765,-0.0008057303183873765,-0.0008057303183873765,0.0,0.0,0.0,0.0,-0.0008057303183873765,2.3407138972631665,139,0,False,62,58,2.2329024625858933,2.2062612325864968,,,2.2329024625858933,2.2062612325864968,-0.6720691825660735,,0.9600198281109376,0.8156671025547341,0.36787222673767395,,23,,,1.0,1.0,1.0,-0.0008057303183873765,2.3480343182375485,-0.019336934702667175,1.0,1.0,False,False,False,False,-0.0008057303183873765,2.3480343182375485,-0.0008057303183873765,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1727687883543734,-0.0008057303183873765,False,False,False,False,0.08931774713597074,44.16024279189882,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,GLD,2.3041765429934555,2.289575555308282,True,0.0020969642744941286,0.0020969642744941286,0.0020969642744941286,0.0,0.0,0.0,0.0,0.0020969642744941286,2.3456222906825395,139,0,False,62,58,2.289575555308282,2.3041765429934555,,,2.289575555308282,2.3041765429934555,-0.590769097213078,,0.9659587899970715,0.843420140336574,0.27404364032661066,,24,,,1.0,1.0,1.0,0.0020969642744941286,2.3529580623181787,-0.017280519289422758,1.0,1.0,False,False,False,False,0.0020969642744941286,2.3529580623181787,0.0020969642744941286,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1773250068802885,0.0020969642744941286,False,False,False,False,0.09014941332736237,40.99928523590614,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.3343945107350095,2.3343945107350095,False,0.005311207715317234,0.005311207715317234,0.005311207715317234,0.0,0.0,0.0,0.0,0.005311207715317234,2.3580803778900328,139,0,False,62,58,2.3343945107350095,2.238968698976157,,,2.3343945107350095,2.238968698976157,-0.44930999189489385,,0.9701352107968095,0.8476038478280695,0.13657822225474014,,24,,,1.0,1.0,1.0,0.005311207715317234,2.365455111332581,-0.0120610920014802,1.0,1.0,False,False,False,False,0.005311207715317234,2.365455111332581,0.005311207715317234,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.188889232255584,0.005311207715317234,False,False,False,False,0.09450807142028927,41.234493740449146,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.4034420091869926,2.4034420091869926,False,0.007204870798841245,0.007204870798841245,0.007204870798841245,0.0,0.0,0.0,0.0,0.007204870798841245,2.3750700423460134,139,0,False,62,58,2.4034420091869926,2.0814986262545596,,,2.4034420091869926,2.0814986262545596,-0.2607162226809261,,0.9741807146983524,0.8326763209758121,0.038035614093060666,,24,,,1.0,1.0,1.0,0.007204870798841245,2.3824979097901906,-0.004943119812202634,1.0,1.0,False,False,False,False,0.007204870798841245,2.3824979097901906,0.007204870798841245,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.2046598963669606,0.007204870798841245,False,False,False,False,0.10102578569517195,42.621394485104986,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.321639916212019,2.321639916212019,False,-0.006994196640871642,-0.006994196640871642,-0.006994196640871642,0.0,0.0,0.0,0.0,-0.006994196640871642,2.358458335434002,139,0,False,62,58,2.321639916212019,1.8367099179500457,,,2.321639916212019,1.8367099179500457,-0.03669284252040772,,0.9712840406480504,0.7909099698258939,0.0006230135699940575,,24,,,1.0,1.0,1.0,-0.006994196640871642,2.3658342509126524,-0.011902743301088314,1.0,1.0,False,False,False,False,-0.006994196640871642,2.3658342509126524,-0.006994196640871642,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1892400715255262,-0.006994196640871642,False,False,False,False,0.09145406699560965,42.289902561115305,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.294879041510402,2.294879041510402,False,0.009284419475759087,0.009284419475759087,0.009284419475759087,0.0,0.0,0.0,0.0,0.009284419475759087,2.380355251936272,139,0,False,62,58,2.294879041510402,1.604006807206643,0.30610016810657203,,2.294879041510402,1.604006807206643,0.30610016810657203,,0.9729119732125767,0.7479374101454173,0.03062311739411394,,24,,,1.0,1.0,1.0,0.009284419475759087,2.3877996485082438,-0.0027288338870488094,1.0,1.0,False,False,False,False,0.009284419475759087,2.3877996485082438,0.009284419475759087,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.20956589468271,0.009284419475759087,False,False,False,False,0.09951080518517297,41.124275705779034,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.2401435549408055,2.2401435549408055,False,0.0025373608611163334,0.0025373608611163334,0.0025373608611163334,0.0,0.0,0.0,0.0,0.0025373608611163334,2.3863950721880878,139,0,False,62,58,2.2401435549408055,1.3480787320313778,0.6627282270852093,,2.2401435549408055,1.3480787320313778,0.6627282270852093,,0.97315425261606,0.6867800997604232,0.10875833754082398,,24,,,1.0,1.0,1.0,0.0025373608611163334,2.393858357880556,-0.00019839706223390152,1.0,1.0,False,False,False,False,0.0025373608611163334,2.393858357880556,0.0025373608611163334,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.2151723607039355,0.0025373608611163334,False,False,False,False,0.10051566800735401,40.35180775395116,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.0589930856603424,2.0589930856603424,False,-0.006960799553146657,-0.006960799553146657,-0.006960799553146657,0.0,0.0,0.0,0.0,-0.006960799553146657,2.3697838544359695,139,0,False,62,58,2.0589930856603424,1.1521417196544865,1.1600525432845346,,2.0589930856603424,1.1521417196544865,1.1600525432845346,,0.9581946648114349,0.6443087057861421,0.22903644211503282,,24,,,1.0,1.0,1.0,-0.006960799553146768,2.3771951896927246,-0.007157815613198504,1.0,1.0,False,False,False,False,-0.006960799553146768,2.3771951896927246,-0.006960799553146657,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.199752989925405,-0.006960799553146657,False,False,False,False,0.09111409548782023,37.458493639417036,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.007925812529196,2.007925812529196,False,0.013700891281075211,0.013700891281075211,0.013700891281075211,0.0,0.0,0.0,0.0,0.013700891281075211,2.402252005385244,139,0,False,62,58,2.007925812529196,0.9719086625897089,1.6439644955894788,,2.007925812529196,0.9719086625897089,1.6439644955894788,,0.9594022157969025,0.5950004209158557,0.34986397483713594,,24,,,1.0,1.0,1.0,0.013700891281075211,2.4097648825405997,0.0,1.0,1.0,False,False,False,False,0.013700891281075211,2.4097648825405997,0.013700891281075211,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.229891566485593,0.013700891281075211,False,False,False,False,0.10423293031207814,36.408427413958165,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
2012-02-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,CN_CYB_399006,2.040766836476618,1.8906663633932714,True,-0.003143164035654844,-0.003143164035654844,-0.003143164035654844,0.0,0.0,0.0,0.0,-0.003143164035654844,2.3947013332773373,139,0,False,62,58,1.8906663633932714,0.7941968223078024,2.040766836476618,,1.8906663633932714,0.7941968223078024,2.040766836476618,,0.9531137863937306,0.5222137777665709,0.45555007028019356,,25,,,1.0,1.0,1.0,-0.003143164035654844,2.402190596227414,-0.003143164035654844,1.0,1.0,False,False,False,False,-0.003143164035654844,2.402190596227414,-0.003143164035654844,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.2228826515104054,-0.003143164035654844,False,False,False,False,0.09870356692613647,32.82077120311932,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,65,60,148,1.0,1.0
