date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_AGG,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_AGG,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_AGG,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2013-07-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,3.333141368009871,3.333141368009871,False,0.021508582284888167,0.021508582284888167,0.021508582284888167,0.0,0.0,0.0,0.0,0.021508582284888167,2.3181519921578655,220,0,False,108,101,1.1113488473828816,0.668681963809491,3.333141368009871,0.08099221342836249,1.1113488473828816,0.668681963809491,3.333141368009871,0.08099221342836249,0.7287570259663007,0.22082742779591447,0.7005116462054104,0.17448958613838583,42,,,1.0,1.0,1.0,0.021508582284888167,2.3004311220336473,-0.024565054675397602,1.0,1.0,False,False,False,False,0.021508582284888167,2.3004311220336473,0.021508582284888167,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,235,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1157619522202205,0.021508582284888167,False,False,False,False,0.1358109188043528,23.457410750135757,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,113,104,234,1.0,1.0
2013-07-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,0.0,,,0,,0.0,False,False,CN_CYB_399006,4.265169940735874,4.265169940735874,False,0.020974250543871253,0.020974250543871253,0.020974250543871253,0.0,0.0,1.0,0.001,0.019953276293327438,2.364406719347319,220,0,False,108,101,1.0339988511107578,0.9307180563576509,4.265169940735874,0.09372344113319375,1.0339988511107578,0.9307180563576509,4.265169940735874,0.09372344113319375,0.7101969310464071,0.3767054500954611,0.7568825297014473,0.2584880542284341,42,,,1.0,1.0,1.0,0.020974250543871253,2.3486809407461,-0.004106037742911961,1.0,1.0,False,False,False,False,0.020974250543871253,2.3486809407461,0.020974250543871253,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CASH,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,236,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1601384734972777,0.020974250543871253,False,True,True,False,0.1538972172703308,30.360011466366768,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,BLOCKED_BY_OVERHEAT,,,0,False,False,113,104,235,1.0,0.0
2013-07-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.0,CN_CYB_399006,0.25,CN_CYB_399006,2013-07-25,0,CN_CYB_399006,0.25,True,False,CN_CYB_399006,4.174862714921146,4.174862714921146,False,-0.04397959624634762,0.00011730371383444904,-0.04397959624634762,0.00011730371383444904,1.0,0.25,0.00025,-0.0001327256120939868,2.364092902018254,220,0,False,108,101,0.9865423271107201,1.2236667918581343,4.174862714921146,0.10286651146287262,0.9865423271107201,1.2236667918581343,4.174862714921146,0.10286651146287262,0.7105962629647394,0.5412966107309929,0.7716931991344861,0.340573712512111,42,,,1.0,1.0,1.0,-0.04397959624634773,2.2453869012605945,-0.04790505210715412,1.0,1.0,False,False,False,False,-0.04397959624634773,2.2453869012605945,-0.04397959624634762,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CASH,CN_CYB_399006,0.0,1.0,1.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,237,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0651364555966656,-0.04397959624634762,True,False,False,True,0.09916187959569811,25.710282813319587,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,HALF_POSITION_WAIT_DOWN,CN_CYB_399006,2013-07-25,0,True,False,114,104,236,0.0,1.0
2013-07-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.25,CN_CYB_399006,0.25,CN_CYB_399006,2013-07-25,1,,,False,False,CN_CYB_399006,4.047545920662006,4.047545920662006,False,0.006925495507164259,0.0018193516621669015,0.006925495507164259,8.797778537583678e-05,0.75,0.0,0.0,0.001819351662166957,2.368394018369058,220,0,False,108,101,0.9508761944973236,1.4639969214048691,4.047545920662006,0.1054654090071454,0.9508761944973236,1.4639969214048691,4.047545920662006,0.1054654090071454,0.7172710563871941,0.6722394300472713,0.782164436191572,0.3917835462828243,42,,,1.0,1.0,1.0,0.006925495507164259,2.2609373181571204,-0.04131132282312833,1.0,1.0,False,False,False,False,0.006925495507164259,2.2609373181571204,0.006925495507164259,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,0.25,0.2512742177111386,0.2512742177111386,0.2512742177111386,0.0,0.0,0.0,237,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0794385488415816,0.006925495507164259,False,False,False,False,0.10230285514501691,17.69206240647144,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,HALF_POSITION_WAIT_DOWN,CN_CYB_399006,2013-07-25,1,False,False,114,104,236,1.0,1.0
2013-07-29,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.25,CN_CYB_399006,1.0,,,0,CN_CYB_399006,1.0,False,True,CN_CYB_399006,3.4653191132749956,3.4653191132749956,False,-0.01844859170857971,-0.0045478271345394785,-0.01844859170857971,8.782831490608659e-05,0.7487257822888613,0.7522346437280545,0.0007522346437280545,-0.005296640745143244,2.3558494861108112,220,0,False,108,101,0.8712816574765463,1.6021360148161188,3.4653191132749956,0.10246743578518602,0.8712816574765463,1.6021360148161188,3.4653191132749956,0.10246743578518602,0.6977761471363246,0.7564467832417573,0.7379765961599314,0.40259633980448584,42,,,1.0,1.0,1.0,-0.01844859170857971,2.2192262086957486,-0.05899777880400281,1.0,1.0,False,False,False,False,-0.01844859170857971,2.2192262086957486,-0.01844859170857971,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,0.2512742177111386,1.0,1.0,0.24776535627194546,0.7522346437280545,0.7522346437280545,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.041075836070922,-0.01844859170857971,False,False,False,False,0.07773462302478285,12.493394572848883,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,True,114,105,237,1.0,1.0
2013-07-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.7209263287162506,2.7209263287162506,False,-0.011329974740189708,-0.011329974740189708,-0.011329974740189708,0.0,0.0,0.0,0.0,-0.011329974740189708,2.329157770941487,220,0,False,108,101,0.8059527983770844,1.6258851568598325,2.7209263287162506,0.0941959554184415,0.8059527983770844,1.6258851568598325,2.7209263287162506,0.0941959554184415,0.6872780896628541,0.7923409556655849,0.6470021314164878,0.37666643597271254,42,,,1.0,1.0,1.0,-0.011329974740189819,2.1940824318084586,-0.06965931020061589,1.0,1.0,False,False,False,False,-0.011329974740189819,2.1940824318084586,-0.011329974740189708,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.017950498405427,-0.011329974740189708,False,False,False,False,0.06199306989582376,9.033571825784211,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-07-31,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.1878295287131206,2.1878295287131206,False,0.008818594753856823,0.008818594753856823,0.008818594753856823,0.0,0.0,0.0,0.0,0.008818594753856823,2.3496976694412166,220,0,False,108,101,0.7413891800893888,1.5863797807864035,2.1878295287131206,0.08705927461749252,0.7413891800893888,1.5863797807864035,2.1878295287131206,0.08705927461749252,0.6786774579961647,0.8082123643620458,0.5783443879366723,0.3579946578783971,42,,,1.0,1.0,1.0,0.008818594753856823,2.213431155631134,-0.061455012674251575,1.0,1.0,False,False,False,False,0.008818594753856823,2.213431155631134,0.008818594753856823,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.035745986084208,0.008818594753856823,False,False,False,False,0.06808216344118967,9.766167712420671,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.218452273955408,2.218452273955408,False,0.04946848145747618,0.04946848145747618,0.04946848145747618,0.0,0.0,0.0,0.0,0.04946848145747618,2.4659336450326443,220,0,False,108,101,0.7306440663542042,1.4030227685623662,2.218452273955408,0.05851492305216199,0.7306440663542042,1.4030227685623662,2.218452273955408,0.05851492305216199,0.6936420895501225,0.7599475248896488,0.5990329573559563,0.17155089747834062,42,,,1.0,1.0,1.0,0.04946848145747618,2.322926233710873,-0.015026617371720397,1.0,1.0,False,False,False,False,0.04946848145747618,2.322926233710873,0.04946848145747618,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.136451248648946,0.04946848145747618,False,False,False,False,0.11684956704604366,14.898322660340897,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.205512757572795,2.205512757572795,False,-0.0010604035079021523,-0.0010604035079021523,-0.0010604035079021523,0.0,0.0,0.0,0.0,-0.0010604035079021523,2.4633187603451976,220,0,False,108,101,0.7447261370000839,1.188467549831718,2.205512757572795,0.04683677920973728,0.7447261370000839,1.188467549831718,2.205512757572795,0.04683677920973728,0.7116071073736703,0.6848611040867614,0.615268947573145,0.12286882667914822,42,,,1.0,1.0,1.0,-0.0010604035079022633,2.320462994584048,-0.01607108660184975,1.0,1.0,False,False,False,False,-0.0010604035079022633,2.320462994584048,-0.0010604035079021523,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1341857482504167,-0.0010604035079021523,False,False,False,False,0.11164175514980701,14.095923830422974,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-05,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.3001194096747444,2.3001194096747444,False,0.011760094410485422,0.011760094410485422,0.011760094410485422,0.0,0.0,0.0,0.0,0.011760094410485422,2.492287621529977,220,0,False,108,101,0.7499021319103125,0.9366242287996587,2.3001194096747444,0.03902470362008992,0.7499021319103125,0.9366242287996587,2.3001194096747444,0.03902470362008992,0.7283904312761993,0.5648993442569095,0.6399700848053824,0.09438502724181208,42,,,1.0,1.0,1.0,0.011760094410485422,2.347751858476394,-0.004499989687081207,1.0,1.0,False,False,False,False,0.011760094410485422,2.347751858476394,0.011760094410485422,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.159283974139354,0.011760094410485422,False,False,False,False,0.12082396322736644,8.759420218231034,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-06,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.4072047213980072,2.4072047213980072,False,0.007440773108796428,0.007440773108796428,0.007440773108796428,0.0,0.0,0.0,0.0,0.007440773108796428,2.5108321682436436,220,0,False,108,101,0.7058081597775256,0.6406287661163577,2.4072047213980072,0.028439474556278377,0.7058081597775256,0.6406287661163577,2.4072047213980072,0.028439474556278377,0.7281279760846402,0.358198782834103,0.6650890446038976,0.055232064020304894,42,,,1.0,1.0,1.0,0.007440773108796428,2.365220947371072,0.0,1.0,1.0,False,False,False,False,0.007440773108796428,2.365220947371072,0.007440773108796428,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.175350716268385,0.007440773108796428,False,False,False,False,0.12532551043938778,5.535446038238551,True,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.1099591354315383,2.1099591354315383,False,-0.029774332346907184,-0.029774332346907184,-0.029774332346907184,0.0,0.0,0.0,0.0,-0.029774332346907184,2.436073816799052,220,0,False,108,101,0.6464127558403348,0.4231697428423582,2.1099591354315383,0.02293730491413193,0.6464127558403348,0.4231697428423582,2.1099591354315383,0.02293730491413193,0.7165455725545185,0.2029052325885311,0.6345508051568025,0.040162748759351996,42,,,1.0,1.0,1.0,-0.029774332346907073,2.2947980728101793,-0.029774332346907073,1.0,1.0,False,False,False,False,-0.029774332346907073,2.2947980728101793,-0.029774332346907184,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1105811010711273,-0.029774332346907184,False,False,False,False,0.08866200315412343,-1.272564695376343,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.938768639570975,1.938768639570975,False,0.0087207472641877,0.0087207472641877,0.0087207472641877,0.0,0.0,0.0,0.0,0.0087207472641877,2.4573182008722614,220,0,False,108,101,0.6150673636723618,0.3472511047835276,1.938768639570975,0.022069735237662202,0.6150673636723618,0.3472511047835276,1.938768639570975,0.022069735237662202,0.7234091459305423,0.16463683861895062,0.6231899168305196,0.041270535789473595,42,,,1.0,1.0,1.0,0.0087207472641877,2.314810426825502,-0.021313239510076687,1.0,1.0,False,False,False,False,0.0087207472641877,2.314810426825502,0.0087207472641877,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1289869454341397,0.0087207472641877,False,False,False,False,0.09493106311884669,-6.249118945223961,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.6492941273699482,1.6492941273699482,False,-0.011329266287506634,-0.011329266287506634,-0.011329266287506634,0.0,0.0,0.0,0.0,-0.011329266287506634,2.4294785886214427,220,0,False,108,101,0.5571206140668035,0.27295895885484334,1.6492941273699482,0.022092209810795627,0.5571206140668035,0.27295895885484334,1.6492941273699482,0.022092209810795627,0.7076392245407432,0.12490677134458184,0.5741491836057117,0.045901698740151375,42,,,1.0,1.0,1.0,-0.011329266287506634,2.288585323094899,-0.03240104243172415,1.0,1.0,False,False,False,False,-0.011329266287506634,2.288585323094899,-0.011329266287506634,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.104867085406691,-0.011329266287506634,False,False,False,False,0.07926819530396934,-11.523877846244881,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-12,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.3006878978110366,1.3006878978110366,False,-0.00908044986904255,-0.00908044986904255,-0.00908044986904255,0.0,0.0,0.0,0.0,-0.00908044986904255,2.4074178300895537,220,0,False,108,101,0.5143679425313814,0.2816034190287682,1.3006878978110366,0.01806660010609029,0.5143679425313814,0.2816034190287682,1.3006878978110366,0.01806660010609029,0.7032537123201692,0.13918226372323816,0.48561212631302864,0.03570296146336405,42,,,1.0,1.0,1.0,-0.00908044986904255,2.2678039387975093,-0.041187276259260774,1.0,1.0,False,False,False,False,-0.00908044986904255,2.2678039387975093,-0.00908044986904255,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.085753945356658,-0.00908044986904255,False,False,False,False,0.06702537689454036,-13.181976393578397,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.052216045603605,1.052216045603605,False,0.009000130823360708,0.009000130823360708,0.009000130823360708,0.0,0.0,0.0,0.0,0.009000130823360708,2.429084905506851,220,0,False,108,101,0.5017223614951143,0.23397373411651423,1.052216045603605,,0.5017223614951143,0.23397373411651423,1.052216045603605,-0.0009601641717316145,0.7221871004897118,0.11602640059741909,0.4252507963336294,0.00011086360837908593,42,,,1.0,1.0,1.0,0.009000130823360708,2.28821447092842,-0.03255783631049125,1.0,1.0,False,False,False,False,0.009000130823360708,2.28821447092842,0.009000130823360708,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.1045260037302085,0.009000130823360708,False,False,False,False,0.07395258089439527,-13.652720871583297,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.870170626706436,0.870170626706436,False,0.007102954887237223,0.007102954887237223,0.007102954887237223,0.0,0.0,0.0,0.0,0.007102954887237223,2.446338586007935,220,0,False,108,101,0.4682774845903861,0.2296013909620247,0.870170626706436,,0.4682774845903861,0.2296013909620247,0.870170626706436,-0.022989443603229187,0.7189477915389213,0.12353012394774598,0.38482796659751695,0.06392031699230083,42,,,1.0,1.0,1.0,0.007102954887237223,2.3044675550877476,-0.02568613826579358,1.0,1.0,False,False,False,False,0.007102954887237223,2.3044675550877476,0.007102954887237223,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.119474356993722,0.007102954887237223,False,False,False,False,0.07899021505136394,-15.297841356147774,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.642473051012922,0.642473051012922,False,-0.011486834437803961,-0.011486834437803961,-0.011486834437803961,0.0,0.0,0.0,0.0,-0.011486834437803961,2.4182378996916505,220,0,False,108,101,0.3537045734658224,0.32033388634812643,0.642473051012922,,0.3537045734658224,0.32033388634812643,0.642473051012922,-0.05180978214994081,0.5065491988378641,0.18480618163383755,0.2985053137239375,0.22308097019994233,42,,,1.0,1.0,1.0,-0.011486834437804072,2.2779965178151635,-0.036877920285991905,1.0,1.0,False,False,False,False,-0.011486834437804072,2.2779965178151635,-0.011486834437803961,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,238,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.095128305959764,-0.011486834437803961,False,False,False,False,0.06472388605507429,-19.506185683365196,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,114,105,237,1.0,1.0
2013-08-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,GLD,0.25,GLD,2013-08-16,0,GLD,0.25,True,False,GLD,0.43963809990953373,0.3225614256060654,False,-0.029995870084157827,-0.029995870084157827,-0.029995870084157827,0.0,0.0,1.25,0.00125,-0.031208375246552622,2.342768623882638,221,0,False,109,101,0.2593584272719809,0.43963809990953373,0.3225614256060654,,0.2593584272719809,0.43963809990953373,0.3225614256060654,-0.08389984860367827,0.3231940314314684,0.2556092056460473,0.1019580150356999,0.3732785215051352,42,,,1.0,1.0,1.0,-0.031208375246552622,2.2069039476768477,-0.06693539555794681,1.0,1.0,False,False,False,False,-0.031208375246552622,2.2069039476768477,-0.029995870084157827,1.25,0.00125,CN_CYB_399006,GLD,CN_CYB_399006,GLD,1.0,1.0,1.0,1.0,0.25,0.25,1.0,-0.75,0.25,1.0,239,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.0297427555976975,-0.031208375246552622,False,False,False,False,0.03923048184298472,19.75247453477867,True,False,0.0,GLD,1.0,0.25,GLD,0.25,GLD,2013-08-16,0,True,False,HALF_POSITION_WAIT_DOWN,GLD,2013-08-16,0,True,False,115,105,238,1.0,1.0
2013-08-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,GLD,1.0,,,0,GLD,1.0,False,True,GLD,0.5289874419974074,0.5289874419974074,False,-0.004299346178506691,-0.000986858759250836,-0.0010748365446266728,8.797778537583678e-05,0.75,0.7508289399014165,0.0007508289399014165,-0.0017369467370362823,2.338699359565754,222,0,False,109,102,0.17626617633320874,0.5289874419974074,0.2384672986592895,,0.17626617633320874,0.5289874419974074,0.2384672986592895,-0.11878675628812174,0.1690895637902351,0.31596835098217957,0.06912937730089308,0.4841860006575359,42,,,1.0,1.0,1.0,-0.0017361186151814145,2.2030725006513685,-0.06855530638688556,1.0,1.0,False,False,False,False,-0.0017361186151814145,2.2030725006513685,-0.000986858759250836,0.75,0.00075,GLD,GLD,GLD,GLD,1.0,1.0,1.0,0.25,1.0,1.0,0.24917106009858345,0.7508289399014165,0.7508289399014165,0.0,240,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.026217200541339,-0.0017369467370362823,False,False,False,False,0.034753008565400645,24.62404692632758,True,False,0.0,GLD,0.25,1.0,GLD,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,115,106,239,1.0,1.0
