date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_UUP,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_UUP,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_UUP,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2012-09-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.6940581831135622,1.6940581831135622,False,0.002860343822002953,0.002860343822002953,0.002860343822002953,0.0,0.0,0.0,0.0,0.002860343822002953,1.7183893951816576,189,0,False,93,88,0.34559071907644445,1.6940581831135622,0.5214145880576848,,0.34559071907644445,1.6940581831135622,0.5214145880576848,-0.3710357760637444,0.5196206729352343,0.9210699962796316,0.22428820510047454,0.8464374677249702,36,,,1.0,1.0,1.0,0.002860343822002953,1.7623923421194136,-0.06626940229663458,1.0,1.0,False,False,False,False,0.002860343822002953,1.7623923421194136,0.002860343822002953,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6173363391731883,0.002860343822002953,False,False,False,False,0.08751960356643917,31.35807256241788,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.703078971564798,1.703078971564798,False,-0.008149063622843289,-0.008149063622843289,-0.008149063622843289,0.0,0.0,0.0,0.0,-0.008149063622843289,1.7043861306715031,189,0,False,93,88,0.3995822521891095,1.703078971564798,0.38031121130751,,0.3995822521891095,1.703078971564798,0.38031121130751,-0.39065337266780353,0.5613011025609882,0.9283161976431556,0.1335497076355635,0.865526790007746,36,,,1.0,1.0,1.0,-0.008149063622843289,1.7480304947950707,-0.07387843234391489,1.0,1.0,False,False,False,False,-0.008149063622843289,1.7480304947950707,-0.008149063622843289,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6041565624457295,-0.008149063622843289,False,False,False,False,0.07676700670897274,29.41443758906858,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.7401339746278706,1.7401339746278706,False,0.007746522133214695,0.007746522133214695,0.007746522133214695,0.0,0.0,0.0,0.0,0.007746522133214695,1.717589195556294,189,0,False,93,88,0.44789962902934666,1.7401339746278706,0.26190416892485224,,0.44789962902934666,1.7401339746278706,0.26190416892485224,-0.39575154622373876,0.603268956017801,0.9364075002984762,0.07037673181025694,0.8790644093607879,36,,,1.0,1.0,1.0,0.007746522133214695,1.7615716517125348,-0.06670421112201963,1.0,1.0,False,False,False,False,0.007746522133214695,1.7615716517125348,0.007746522133214695,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.616583196761857,0.007746522133214695,False,False,False,False,0.0829298206781992,28.871069458182028,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.726718880076874,1.726718880076874,False,0.00011649354949172519,0.00011649354949172519,0.00011649354949172519,0.0,0.0,0.0,0.0,0.00011649354949172519,1.7177892836182531,189,0,False,93,88,0.49527347523694387,1.726718880076874,0.18600858642658946,,0.49527347523694387,1.726718880076874,0.18600858642658946,-0.4025521872270241,0.644372158648945,0.9399325045139466,0.03944349157424398,0.8928632573863989,36,,,1.0,1.0,1.0,0.00011649354949172519,1.7617768634469269,-0.06659548818284744,1.0,1.0,False,False,False,False,0.00011649354949172519,1.7617768634469269,0.00011649354949172519,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6167715182764963,0.00011649354949172519,False,False,False,False,0.08090760854208034,28.773494652274348,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.6534926920873136,1.6534926920873136,False,-0.0015721687657199723,-0.0015721687657199723,-0.0015721687657199723,0.0,0.0,0.0,0.0,-0.0015721687657199723,1.71508862896046,189,0,False,93,88,0.5268104993669924,1.6534926920873136,0.005706182118148773,,0.5268104993669924,1.6534926920873136,0.005706182118148773,-0.39422074072115443,0.6801714943363089,0.9353371880950291,3.809784910691061e-05,0.8848252026221458,36,,,1.0,1.0,1.0,-0.0015721687657199723,1.7590070528900474,-0.06806295760210856,1.0,1.0,False,False,False,False,-0.0015721687657199723,1.7590070528900474,-0.0015721687657199723,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6142296805941563,-0.0015721687657199723,False,False,False,False,0.07690150527147788,28.812999091397746,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.5780913830339145,1.5780913830339145,False,0.0028576747517099488,0.0028576747517099488,0.0028576747517099488,0.0,0.0,0.0,0.0,0.0028576747517099488,1.7199897944323852,189,0,False,93,88,0.5502828955945642,1.5780913830339145,,,0.5502828955945642,1.5780913830339145,-0.1933349396958043,-0.3840559750760032,0.7117933430236025,0.9309845808213293,0.040539207107640585,0.8736859844434444,36,,,1.0,1.0,1.0,0.0028576747517099488,1.764033722933171,-0.06539978464586482,1.0,1.0,False,False,False,False,0.0028576747517099488,1.764033722933171,0.0028576747517099488,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.618842623995851,0.0028576747517099488,False,False,False,False,0.07808649409995572,28.49670098695975,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.4375010194863225,1.4375010194863225,False,-0.005291949445103139,-0.005291949445103139,-0.005291949445103139,0.0,0.0,0.0,0.0,-0.005291949445103139,1.7108876953941556,189,0,False,93,88,0.5338428904707586,1.4375010194863225,,,0.5338428904707586,1.4375010194863225,-0.33682550408471157,-0.36539295299623176,0.7091304012251587,0.9077338202861301,0.12203992309582312,0.8400194911959507,36,,,1.0,1.0,1.0,-0.005291949445103139,1.7546985456519517,-0.07034564173690139,1.0,1.0,False,False,False,False,-0.005291949445103139,1.7546985456519517,-0.005291949445103139,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6102757906700869,-0.005291949445103139,False,False,False,False,0.07059592299068695,25.779621051759793,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.281847828117995,1.281847828117995,False,-0.0016369410950092256,-0.0016369410950092256,-0.0016369410950092256,0.0,0.0,0.0,0.0,-0.0016369410950092256,1.7080870730166193,189,0,False,93,88,0.44184010485452063,1.281847828117995,,,0.44184010485452063,1.281847828117995,-0.4604980036489139,-0.3405176747618094,0.5568095734849063,0.8726504047274624,0.22442524303881617,0.7840775104793387,36,,,1.0,1.0,1.0,-0.0016369410950092256,1.7518262074932212,-0.07186743116009664,1.0,1.0,False,False,False,False,-0.0016369410950092256,1.7518262074932212,-0.0016369410950092256,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6076398640540406,-0.0016369410950092256,False,False,False,False,0.0673614460107419,22.503022105031498,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.0895765488291418,1.0895765488291418,False,-0.005621635473730624,-0.005621635473730624,-0.005621635473730624,0.0,0.0,0.0,0.0,-0.005621635473730624,1.6984848301347284,189,0,False,93,88,0.32113637831342734,1.0895765488291418,,,0.32113637831342734,1.0895765488291418,-0.5912778571033279,-0.3095007322141634,0.3262335575057389,0.802964231483774,0.33849210445194555,0.7027411064798643,36,,,1.0,1.0,1.0,-0.005621635473730513,1.7419780791413664,-0.07708505413341171,1.0,1.0,False,False,False,False,-0.005621635473730513,1.7419780791413664,-0.005621635473730624,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5986022987652908,-0.005621635473730624,False,False,False,False,0.059997425031424356,16.506606934036363,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-27,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.0194297058541233,1.0194297058541233,False,0.014898997795603108,0.014898997795603108,0.014898997795603108,0.0,0.0,0.0,0.0,0.014898997795603108,1.723790551874771,189,0,False,93,88,0.2772644444543737,1.0194297058541233,,,0.2772644444543737,1.0194297058541233,-0.6467695625430446,-0.28477879874986767,0.27278709185913363,0.795157738533347,0.41986105551233144,0.6478011284234295,36,,,1.0,1.0,1.0,0.014898997795603108,1.7679318067024825,-0.06333454638941627,1.0,1.0,False,False,False,False,0.014898997795603108,1.7679318067024825,0.014898997795603108,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.622419870890641,0.014898997795603108,False,False,False,False,0.07392891908224652,11.607283559220992,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-09-28,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.9270197936983813,0.9270197936983813,False,-0.0026110999060248163,-0.0026110999060248163,-0.0026110999060248163,0.0,0.0,0.0,0.0,-0.0026110999060248163,1.7192895625267643,189,0,False,93,88,0.19851084103237482,0.9270197936983813,,,0.19851084103237482,0.9270197936983813,-0.6631971241247534,-0.24767931124662823,0.15845039748562817,0.7729378950659082,0.46262933266098294,0.5339020797252512,36,,,1.0,1.0,1.0,-0.0026110999060248163,1.7633155601281434,-0.06578027346731552,1.0,1.0,False,False,False,False,-0.0026110999060248163,1.7633155601281434,-0.0026110999060248163,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6181835705182257,-0.0026110999060248163,False,False,False,False,0.06910617185880286,9.174131131249469,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.8401471297958747,0.8401471297958747,False,0.0009308491632877836,0.0009308491632877836,0.0009308491632877836,0.0,0.0,0.0,0.0,0.0009308491632877836,1.7208899617774918,189,0,False,93,88,0.11710546377240116,0.8401471297958747,,,0.11710546377240116,0.8401471297958747,-0.6719204790946633,-0.2239013886676774,0.061212648362874766,0.7500896898136148,0.4962751427434071,0.4813544399436894,36,,,1.0,1.0,1.0,0.0009308491632877836,1.764956940941901,-0.06491065581654565,1.0,1.0,False,False,False,False,0.0009308491632877836,1.764956940941901,0.0009308491632877836,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6196898553408887,0.0009308491632877836,False,False,False,False,0.06810724453320471,6.181534904553905,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.7133945945320725,0.7133945945320725,False,-0.006160985410008202,-0.006160985410008202,-0.006160985410008202,0.0,0.0,0.0,0.0,-0.006160985410008202,1.710287583830751,189,0,False,93,88,,0.7133945945320725,,,-0.010234184423050685,0.7133945945320725,-0.6389343859707621,-0.18041383275771294,0.00042846005504237894,0.6863032333552912,0.4423443241648264,0.3439615599228616,36,,,1.0,1.0,1.0,-0.006160985410008202,1.7540830669794654,-0.07067172762311402,1.0,1.0,False,False,False,False,-0.006160985410008202,1.7540830669794654,-0.006160985410008202,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6097109697733951,-0.006160985410008202,False,False,False,False,0.05946138904511811,1.8705624884594778,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.5887805096559442,0.5887805096559442,False,-0.0008772977978495078,-0.0008772977978495078,-0.0008772977978495078,0.0,0.0,0.0,0.0,-0.0008772977978495078,1.7087871522997669,189,0,False,93,88,,0.5887805096559442,,,-0.12492742231127296,0.5887805096559442,-0.5869660960566447,-0.14324926560874185,0.05722121640229971,0.6109412894887208,0.3525078621129756,0.24589729810013783,36,,,1.0,1.0,1.0,-0.0008772977978495078,1.752544213767559,-0.07148702526994954,1.0,1.0,False,False,False,False,-0.0008772977978495078,1.752544213767559,-0.0008772977978495078,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6082987738844388,-0.0008772977978495078,False,False,False,False,0.056584301045274676,-3.2467441347367223,False,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-11,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.4887360493291304,0.4887360493291304,False,0.0028097108207538746,0.0028097108207538746,0.0028097108207538746,0.0,0.0,0.0,0.0,0.0028097108207538746,1.7135883500519486,189,0,False,93,88,,0.4887360493291304,,,-0.22229458546951741,0.4887360493291304,-0.5531325710359725,-0.1122711539268445,0.16619467427550216,0.5536920087082431,0.3131130181790347,0.17508897978916005,36,,,1.0,1.0,1.0,0.0028097108207538746,1.7574683562088314,-0.06887817231764026,1.0,1.0,False,False,False,False,0.0028097108207538746,1.7574683562088314,0.0028097108207538746,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6128176283524271,0.0028097108207538746,False,False,False,False,0.057511323342354315,-7.752922980804439,False,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-12,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.3621526485142972,0.3621526485142972,False,-0.007354714637855864,-0.007354714637855864,-0.007354714637855864,0.0,0.0,0.0,0.0,-0.007354714637855864,1.7009853967305624,189,0,False,93,88,,0.3621526485142972,,,-0.29824209389597045,0.3621526485142972,-0.52169036330746,-0.08680220535836469,0.2866664504386709,0.4249861821727241,0.2823565973503184,0.12331156274365274,36,,,1.0,1.0,1.0,-0.007354714637855864,1.7445426779638538,-0.07572630765332278,1.0,1.0,False,False,False,False,-0.007354714637855864,1.7445426779638538,-0.007354714637855864,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.6009558149329917,-0.007354714637855864,False,False,False,False,0.04801715585579047,-10.592231662081087,False,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.21137204515981534,0.21137204515981534,False,-0.010055224506803517,-0.010055224506803517,-0.010055224506803517,0.0,0.0,0.0,0.0,-0.010055224506803517,1.6838816066836424,189,0,False,93,88,,0.21137204515981534,,,-0.3397274199278342,0.21137204515981534,-0.5035181874216494,-0.060414542591805676,0.38310082789733646,0.1971091055746108,0.27366344882794935,0.0721872771378107,36,,,1.0,1.0,1.0,-0.010055224506803517,1.727000909675227,-0.08502008713560083,1.0,1.0,False,False,False,False,-0.010055224506803517,1.727000909675227,-0.010055224506803517,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5848578447883679,-0.010055224506803517,False,False,False,False,0.0359745344435054,-15.827705385599078,False,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.1177924587494843,0.1177924587494843,False,0.006355758993983995,0.006355758993983995,0.006355758993983995,0.0,0.0,0.0,0.0,0.006355758993983995,1.6945839523501263,189,0,False,93,88,,0.1177924587494843,,,-0.339731211236482,0.1177924587494843,-0.4718102744609365,-0.04966890631039722,0.4045115604267897,0.08319289790983575,0.24758261411085591,0.05854625222375309,36,,,1.0,1.0,1.0,0.006355758993983995,1.7379773112395138,-0.07920469532509833,1.0,1.0,False,False,False,False,0.006355758993983995,1.7379773112395138,0.006355758993983995,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5949308192895677,0.006355758993983995,False,False,False,False,0.04085624708441671,-19.63819620911619,False,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.047690025509820044,0.047690025509820044,False,0.000708270089035512,0.000708270089035512,0.000708270089035512,0.0,0.0,0.0,0.0,0.000708270089035512,1.6957841754769354,189,0,False,93,88,,0.047690025509820044,,,-0.3361104028924431,0.047690025509820044,-0.420168955188688,-0.0574905809027928,0.41685355571887905,0.017636026162413332,0.19868565055527354,0.08244774459840898,36,,,1.0,1.0,1.0,0.000708270089035512,1.7392082685844872,-0.07855252355267273,1.0,1.0,False,False,False,False,0.000708270089035512,1.7392082685844872,0.000708270089035512,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5960604610829514,0.000708270089035512,False,False,False,False,0.03983771205000086,-22.92274071600233,False,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,96,90,198,1.0,1.0
2012-10-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,-0.004423734987025862,-0.004423734987025862,-0.004423734987025862,0.0,0.0,1.0,0.001,-0.005419311252038872,1.6865941932137438,190,0,False,93,88,,,,,-0.35500655748299603,-0.025246858906274094,-0.32060964077895715,-0.05036490020786688,0.4819424879460411,0.006055652860213923,0.10885562998653231,0.07527111082225679,36,,,1.0,1.0,1.0,-0.005419311252038872,1.7297829576449082,-0.0835461342299465,1.0,1.0,False,False,False,False,-0.005419311252038872,1.7297829576449082,-0.004423734987025862,1.0,0.001,GLD,CASH,GLD,CASH,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5874109126672702,-0.005419311252038872,False,False,False,False,,,False,False,0.0,CASH,1.0,0.0,CASH,0.0,,,0,False,False,CASH,,,0,False,False,96,90,199,1.0,1.0
2012-10-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.6867920369763394,190,0,False,93,88,,,,,-0.4169601628477235,-0.11689534566258042,-0.21195024165749154,-0.0323571373496081,0.5760521284091226,0.12230378860478641,0.04553325761837801,0.03831787119233998,36,,,1.0,1.0,1.0,0.00011730371383444904,1.7299858676099675,-0.08343863078793368,1.0,1.0,False,False,False,False,0.00011730371383444904,1.7299858676099675,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5875971218627074,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,96,90,199,1.0,1.0
2012-10-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.686989903946743,190,0,False,93,88,,,,,-0.45033025942494764,-0.1759896212665415,-0.06799569109820403,-0.018365641046608094,0.6484216229831659,0.28317117387003976,0.004336504771303318,0.015036182520140495,36,,,1.0,1.0,1.0,0.00011730371383444904,1.7301888013771194,-0.08333111473536792,1.0,1.0,False,False,False,False,0.00011730371383444904,1.7301888013771194,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.587783352901175,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,96,90,199,1.0,1.0
2012-10-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CN_CYB_399006,0.25,CN_CYB_399006,2012-10-23,0,CN_CYB_399006,0.25,True,False,CN_CYB_399006,0.02432555571784012,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.25,0.00025,-0.0001327256120939868,1.6867659971791453,191,0,False,94,88,,,0.02432555571784012,0.006911159032559899,-0.48818893641641614,-0.25324804705919335,0.02432555571784012,0.006911159032559899,0.7064255685028291,0.4534332993294382,0.0005787387166151792,0.00222388627958503,36,,,1.0,1.0,1.0,-0.0001327256120939868,1.7299591610094185,-0.08345278017425217,1.0,1.0,False,False,False,False,-0.0001327256120939868,1.7299591610094185,0.00011730371383444904,0.25,0.00025,CASH,CN_CYB_399006,CASH,CN_CYB_399006,1.0,1.0,1.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,202,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.5875726133837884,-0.0001327256120939868,False,False,False,False,-0.011350455118616432,23.109435545081624,False,False,0.0,CN_CYB_399006,0.0,0.25,CN_CYB_399006,0.25,CN_CYB_399006,2012-10-23,0,True,False,HALF_POSITION_WAIT_DOWN,CN_CYB_399006,2012-10-23,0,True,False,97,90,200,1.0,1.0
