date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_EWG,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_EWG,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_EWG,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2009-03-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,EWG,0.25,EWG,2009-03-19,0,EWG,0.25,True,False,EWG,0.3996930956223208,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.125,0.000125,-7.710949129768885e-06,0.9663873881686659,76,0,False,34,32,0.20162361103861914,,,0.3996930956223208,0.20162361103861914,-0.3195784351634916,,0.3996930956223208,0.012114448159824653,0.16476979527942215,,0.022771070055311537,14,,,1.0,1.0,1.0,-0.0001327256120939868,0.9051752668278169,-0.21281870799778235,0.5,0.5,True,True,False,False,-0.0001327256120939868,0.9051752668278169,0.00011730371383444904,0.25,0.00025,CASH,EWG,CASH,EWG,0.5,0.5,0.5,0.0,0.25,0.125,0.0,0.125,0.125,0.0,80,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.918272604993653,-7.710949129768885e-06,False,False,False,False,-0.04075438052004288,70.5546744743888,False,False,0.0,EWG,0.0,0.25,EWG,0.25,EWG,2009-03-19,0,True,False,HALF_POSITION_WAIT_DOWN,EWG,2009-03-19,0,True,False,35,33,79,0.5,0.5
2009-03-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,0.25,EWG,1.0,,,0,EWG,1.0,False,True,EWG,1.0362213576926638,1.0362213576926638,False,-0.014501998541344485,-0.0017101090680629177,-0.0036254996353361213,0.00010264074960514291,0.875,0.3766017253091359,0.0003766017253091359,-0.00208606676334655,0.9643714395576899,77,0,False,34,33,0.49871365921760535,,,1.0362213576926638,0.49871365921760535,-0.24016205869626117,,1.0362213576926638,0.06090169865816819,0.08815270007222253,,0.10287304964161492,14,,,1.0,1.0,1.0,-0.004284868708572809,0.9012967096512123,-0.21619167648385662,0.5,0.5,True,True,False,False,-0.004284868708572809,0.9012967096512123,-0.0035375218499602845,0.75,0.00075,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.125,1.0,0.5,0.1233982746908641,0.3766017253091359,0.3766017253091359,0.0,81,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9163570270326842,-0.00208606676334655,False,False,False,False,-0.050761002460374294,94.9191874227423,False,False,0.0,EWG,0.25,1.0,EWG,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,35,34,80,0.5,0.5
2009-03-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.4639182411134937,2.4639182411134937,False,0.06354513398361528,0.03183121884872486,0.06354513398361528,5.865185691722452e-05,0.5,0.0,0.0,0.03183121884872486,0.9950685579017106,77,0,False,34,33,1.2104675782282421,,,2.4639182411134937,1.2104675782282421,-0.19726054559764328,,2.4639182411134937,0.1918573090136234,0.06171966914723159,,0.258986973986434,14,,,1.0,1.0,1.0,0.06354513398361528,0.9585697298249902,-0.1663844715485504,0.5,0.5,True,True,False,False,0.06354513398361528,0.9585697298249902,0.06354513398361528,0.0,0.0,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.5,1.0307355646500747,0.5153677823250373,0.5153677823250373,0.0,0.0,0.0,81,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9455257881037284,0.03183121884872486,False,False,False,False,0.01236987939702594,112.56405515267915,True,False,0.0,EWG,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,35,34,80,0.5,0.5
2009-03-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,3.7382074114921284,3.7382074114921284,False,-0.035220185229650425,-0.018094499595904878,-0.035220185229650425,5.684915897709824e-05,0.4846322176749627,0.0,0.0,-0.018094499595904923,0.9770632902828603,77,0,False,34,33,1.8791130007750612,,,3.7382074114921284,1.8791130007750612,-0.18441273852068818,,3.7382074114921284,0.3201226233959863,0.0578644522504731,,0.3922413422859503,14,,,1.0,1.0,1.0,-0.035220185229650425,0.9248087263850181,-0.1957445648709234,0.5,0.5,True,True,False,False,-0.035220185229650425,0.9248087263850181,-0.035220185229650425,0.0,0.0,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.5153677823250373,1.012758220349168,0.506379110174584,0.506379110174584,0.0,0.0,0.0,81,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9284169721129678,-0.018094499595904923,False,False,False,False,-0.020545720799028944,134.75509638528774,False,False,0.0,EWG,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,35,34,80,0.5,0.5
2009-03-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,1.0,QQQ,0.25,QQQ,2009-03-25,0,QQQ,0.25,True,False,QQQ,2.6136898505370825,,False,0.02281614781126362,0.011611524189882243,0.02281614781126362,5.790356360278669e-05,0.49362088982541596,0.6369877723967546,0.0006369877723967546,0.010967140018557586,0.987778880194385,78,0,False,35,33,2.6136898505370825,,,,2.6136898505370825,-0.13194686756717533,,5.525323915132275,0.4453033300846362,0.031150656911079655,,0.526936046684163,14,,,1.0,1.0,1.0,0.021537627626499578,0.9447269123596359,-0.17842281079252498,0.5,0.5,True,True,False,False,0.021537627626499578,0.9447269123596359,0.02281614781126362,1.25,0.00125,EWG,QQQ,EWG,QQQ,0.5,0.5,0.5,0.506379110174584,0.25,0.125,0.5119877723967546,-0.38698777239675464,0.125,0.5119877723967546,82,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.938599051041736,0.010967140018557586,False,False,False,False,0.04668237885114945,85.79168394663687,True,False,0.0,QQQ,1.0,0.25,QQQ,0.25,QQQ,2009-03-25,0,True,False,HALF_POSITION_WAIT_DOWN,QQQ,2009-03-25,0,True,False,36,34,81,0.5,0.5
2009-03-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,0.25,QQQ,0.25,QQQ,2009-03-25,1,,,False,False,QQQ,3.774822122246963,3.774822122246963,False,0.030850380445697878,0.003958938305317378,0.0077125951114244695,0.00010264074960514291,0.875,0.0,0.0,0.00395893830531735,0.9916894358403701,78,0,False,35,33,3.774822122246963,,,,3.774822122246963,-0.07516481373511419,,7.704828573190532,0.5701593614969187,0.01076913441890237,,0.6426158754802864,14,,,1.0,1.0,1.0,0.007800572896800251,0.9520963235070663,-0.17201403803776383,0.5,0.5,True,True,False,False,0.007800572896800251,0.9520963235070663,0.007800572896800306,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.125,0.2566963500981856,0.1283481750490928,0.1283481750490928,0.0,0.0,0.0,82,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9423149067782397,0.00395893830531735,False,False,False,False,0.0774936396019621,99.53027662369655,True,False,0.0,QQQ,0.25,0.25,,,QQQ,2009-03-25,1,False,False,HALF_POSITION_WAIT_DOWN,QQQ,2009-03-25,1,False,False,36,34,81,0.5,0.5
2009-03-27,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,0.25,QQQ,1.0,,,0,QQQ,1.0,False,True,QQQ,4.511496722878618,4.511496722878618,False,-0.018784056785630776,-0.0023086514122169217,-0.004696014196407694,0.00010224799623731649,0.8716518249509072,0.37377130630740574,0.0003737713063074057,-0.00268155981087026,0.989030161304356,79,0,False,35,34,4.511496722878618,,,,4.511496722878618,-0.057267357617736714,,8.31254825800923,0.6550921926689319,0.006929492135978044,,0.6964582654662209,14,,,1.0,1.0,1.0,-0.005354580383723717,0.9469982472097999,-0.17644755542768542,0.5,0.5,True,True,False,False,-0.005354580383723717,0.9469982472097999,-0.004608036411031857,0.75,0.00075,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.1283481750490928,1.0,0.5,0.12622869369259426,0.37377130630740574,0.37377130630740574,0.0,83,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9397880329950392,-0.00268155981087026,False,False,False,False,0.05621038073546725,109.18461884313827,True,False,0.0,QQQ,0.25,1.0,QQQ,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,36,35,82,0.5,0.5
2009-03-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,4.561244074309203,4.561244074309203,False,-0.024659362354531478,-0.012271029320348514,-0.024659362354531478,5.865185691722452e-05,0.5,0.0,0.0,-0.012271029320348514,0.9768937431962812,79,0,False,35,34,4.561244074309203,,,,4.561244074309203,-0.06393474074166072,,6.888220687047211,0.6874699083141274,0.00954817139794839,,0.640875170402127,14,,,1.0,1.0,1.0,-0.024659362354531478,0.9236458742827472,-0.1967558335763543,0.5,0.5,True,True,False,False,-0.024659362354531478,0.9236458742827472,-0.024659362354531478,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.5,0.9874577607806131,0.49372888039030655,0.49372888039030655,0.0,0.0,0.0,83,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9282558664872445,-0.012271029320348514,False,False,False,False,0.02959558754214231,104.38360947418047,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,36,35,82,0.5,0.5
2009-03-31,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,4.5887819665136425,4.5887819665136425,False,0.00864947879198219,0.00432988496246241,0.00864947879198219,5.93874825373416e-05,0.5062711196096934,0.0,0.0,0.004329884962462449,0.9811235807248704,79,0,False,35,34,4.5887819665136425,,,,4.5887819665136425,-0.06034264733157946,,6.2858120240721576,0.7164061844782326,0.009532061797327573,,0.6327160973443848,14,,,1.0,1.0,1.0,0.00864947879198219,0.9316349296836577,-0.18980819019408957,0.5,0.5,True,True,False,False,0.00864947879198219,0.9316349296836577,0.00864947879198219,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.49372888039030655,0.9917047880913047,0.49585239404565234,0.49585239404565234,0.0,0.0,0.0,83,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9322751076048651,0.004329884962462449,False,False,False,False,0.037767579671390994,96.45951941062643,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,36,35,82,0.5,0.5
2009-04-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,4.718680346598801,4.718680346598801,False,0.014841445830590994,0.007418304832696601,0.014841445830590994,5.9138386499191384e-05,0.5041476059543477,0.0,0.0,0.007418304832696565,0.9884018545252342,79,0,False,35,34,4.718680346598801,,,,4.718680346598801,-0.03026299008147504,,5.8432237273182475,0.7510115793450404,0.0027199057289760686,,0.6314021077078613,14,,,1.0,1.0,1.0,0.014841445830590994,0.9454617390264441,-0.1777837723364667,0.5,0.5,True,True,False,False,0.014841445830590994,0.9454617390264441,0.014841445830590994,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.49585239404565234,0.9990121443652324,0.4995060721826162,0.4995060721826162,0.0,0.0,0.0,83,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.939191008541013,0.007418304832696565,False,False,False,False,0.05201269838514899,98.24482688062028,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,36,35,82,0.5,0.5
2009-04-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,0.032174308540137586,0.0161299722805603,0.032174308540137586,5.870979648456978e-05,0.5004939278173838,0.5073930980596423,0.0005073930980596423,0.015614394945893562,1.003835151447045,80,0,False,35,34,,,,,5.277735522758618,-0.09337852023062898,,6.5590584763072695,0.7952927657061973,0.025879751759771197,,0.6721605747847127,14,,,1.0,1.0,1.0,0.031142134231597396,0.9749054354140452,-0.15217820420717132,0.5,0.5,True,True,False,False,0.031142134231597396,0.9749054354140452,0.032174308540137586,1.0,0.001,QQQ,CASH,QQQ,CASH,0.5,0.5,0.5,0.4995060721826162,0.0,0.0,0.5073930980596423,-0.5073930980596423,0.0,0.5073930980596423,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9538559078780044,0.015614394945893562,False,False,False,False,,,False,False,0.0,CASH,1.0,0.0,CASH,0.0,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.0039529050383873,80,0,False,35,34,,,,,6.0313963017693535,-0.1935262847296254,,7.625490383837208,0.8342076045484544,0.09666855470952773,,0.7111501783473055,14,,,1.0,1.0,1.0,0.00011730371383444904,0.9750197954422566,-0.15207875156185502,0.5,0.5,True,True,False,False,0.00011730371383444904,0.9750197954422566,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9539677987184615,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.0040706724426631,80,0,False,35,34,,,,,5.713057382076554,-0.29905688326896984,,6.717622063095276,0.8380611543940142,0.1979165450703636,,0.6942914231911754,14,,,1.0,1.0,1.0,0.00011730371383444904,0.9751341688853241,-0.15197928725037402,0.5,0.5,True,True,False,False,0.00011730371383444904,0.9751341688853241,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9540797026841297,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.004188453661493,80,0,False,35,34,,,,,5.534734879755452,-0.3829228872936873,,6.146882901012398,0.8461761002141637,0.30064334416419014,,0.6911680243769349,14,,,1.0,1.0,1.0,0.00011730371383444904,0.9752485557448213,-0.15187981127135997,0.5,0.5,True,True,False,False,0.00011730371383444904,0.9752485557448213,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9541916197765485,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.004306248696497,80,0,False,35,34,,,,,5.819008576085117,-0.454026649059618,,5.976601494212699,0.8600209191648729,0.4035393729517712,,0.7024766115121356,14,,,1.0,1.0,1.0,0.00011730371383444904,0.9753629560223218,-0.15178032362344418,0.5,0.5,True,True,False,False,0.00011730371383444904,0.9753629560223218,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9543035499972581,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.0044240575492964,80,0,False,35,34,,,,,5.800995767855521,-0.5081198614626372,,5.545482012391039,0.8697374290000682,0.49993897964794387,,0.7065715260029312,14,,,1.0,1.0,1.0,0.00011730371383444904,0.9754773697193998,-0.15168082430525764,0.5,0.5,True,True,False,False,0.00011730371383444904,0.9754773697193998,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9544154933477982,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.0045418802215116,80,0,False,35,34,,,,,5.540262301373671,-0.5180657736531196,,5.428576939318391,0.8757059523094592,0.5428214911263546,,0.7208393239872724,14,,,1.0,1.0,1.0,0.00011730371383444904,0.9755917968376293,-0.1515813133154318,0.5,0.5,True,True,False,False,0.00011730371383444904,0.9755917968376293,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.954527449829709,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,36,35,83,0.5,0.5
2009-04-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,EWG,0.25,EWG,2009-04-14,0,EWG,0.25,True,False,EWG,4.949722775109358,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.125,0.000125,-7.710949129768885e-06,1.0045341342501746,81,0,False,36,34,4.882903734482427,,,4.949722775109358,4.882903734482427,-0.5309437351574243,,4.949722775109358,0.8655923837431846,0.5921317350881184,,0.7236081884641073,14,,,1.0,1.0,1.0,-0.0001327256120939868,0.9754623108192402,-0.15169392020493389,0.5,0.5,True,True,False,False,-0.0001327256120939868,0.9754623108192402,0.00011730371383444904,0.25,0.00025,CASH,EWG,CASH,EWG,0.5,0.5,0.5,0.0,0.25,0.125,0.0,0.125,0.125,0.0,85,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9545200895171004,-7.710949129768885e-06,False,False,False,False,0.09564822539841522,94.25204284396801,True,False,0.0,EWG,0.0,0.25,EWG,0.25,EWG,2009-04-14,0,True,False,HALF_POSITION_WAIT_DOWN,EWG,2009-04-14,0,True,False,37,35,84,0.5,0.5
2009-04-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,0.25,EWG,0.25,EWG,2009-04-14,1,,,False,False,EWG,4.631898059979555,4.631898059979555,False,0.013922393281340817,0.001842939909772745,0.0034805983203352042,0.00010264074960514291,0.875,0.0,0.0,0.0018429399097728005,1.0063854302969133,81,0,False,36,34,4.139076397864335,,,4.631898059979555,4.139076397864335,-0.5322965210370556,,4.631898059979555,0.8471867151866213,0.6181309774591246,,0.7352452006897267,14,,,1.0,1.0,1.0,0.003568576105711152,0.9789433223136516,-0.14866667539824774,0.5,0.5,True,True,False,False,0.003568576105711152,0.9789433223136516,0.003568576105711041,0.0,0.0,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.125,0.2530143081540945,0.12650715407704724,0.12650715407704724,0.0,0.0,0.0,85,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9562792126847514,0.0018429399097728005,False,False,False,False,0.11111106309202401,88.20650951756349,True,False,0.0,EWG,0.25,0.25,,,EWG,2009-04-14,1,False,False,HALF_POSITION_WAIT_DOWN,EWG,2009-04-14,1,False,False,37,35,84,0.5,0.5
2009-04-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,0.25,EWG,0.25,EWG,2009-04-14,2,,,False,False,EWG,4.451108080522234,4.451108080522234,False,0.009552293349921914,0.0013108974014423098,0.0023880733374804786,0.00010246395483458454,0.8734928459229527,0.0,0.0,0.0013108974014424124,1.007704698342339,81,0,False,36,34,3.882467006397465,,,4.451108080522234,3.882467006397465,-0.5604317971464747,,4.451108080522234,0.8580527578236408,0.6830910923214272,,0.7510107858257395,14,,,1.0,1.0,1.0,0.0024760511228563153,0.981367236026079,-0.14655873056394253,0.5,0.5,True,True,False,False,0.0024760511228563153,0.981367236026079,0.0024760511228563153,0.0,0.0,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.12650715407704724,0.2550967693552458,0.1275483846776229,0.1275483846776229,0.0,0.0,0.0,85,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9575327966197132,0.0013108974014424124,False,False,False,False,0.12052305430345389,89.7456114351918,True,False,0.0,EWG,0.25,0.25,,,EWG,2009-04-14,2,False,False,HALF_POSITION_WAIT_DOWN,EWG,2009-04-14,2,False,False,37,35,84,0.5,0.5
2009-04-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,0.25,EWG,1.0,,,0,EWG,1.0,False,True,EWG,4.142908301296117,4.142908301296117,False,-0.004731083627825594,-0.0005011002598857236,-0.0011827709069563985,0.00010234181461817894,0.8724516153223771,0.3729914133611085,0.00037299141336110856,-0.0008739047671526556,1.0068240604025755,82,0,False,36,35,3.6264545157651646,,,4.142908301296117,3.6264545157651646,-0.5901410429219802,,4.142908301296117,0.867607659631142,0.7479231577048142,,0.7591852905082995,14,,,1.0,1.0,1.0,-0.00184397202673936,0.9795576222948884,-0.1481324523912475,0.5,0.5,True,True,False,False,-0.00184397202673936,0.9795576222948884,-0.0010947931215805617,0.75,0.00075,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.1275483846776229,1.0,0.5,0.12700858663889145,0.3729914133611085,0.3729914133611085,0.0,86,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9566960041440422,-0.0008739047671526556,False,False,False,False,0.11431109309852472,91.40202357954661,True,False,0.0,EWG,0.25,1.0,EWG,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,37,36,85,0.5,0.5
2009-04-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,3.0198209745332534,3.0198209745332534,False,-0.05347582726444633,-0.02667926177530594,-0.05347582726444633,5.865185691722452e-05,0.5,0.0,0.0,-0.026679261775305996,0.9799627377334187,82,0,False,36,35,2.919236363119964,,,3.0198209745332534,2.919236363119964,-0.5808041529908393,,3.0198209745332534,0.8026099524565431,0.7536701084729918,,0.635730109299227,14,,,1.0,1.0,1.0,-0.05347582726444633,0.9271749680894752,-0.19368677421936065,0.5,0.5,True,True,False,False,-0.05347582726444633,0.9271749680894752,-0.05347582726444633,0.0,0.0,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.5,0.972468925774646,0.486234462887323,0.486234462887323,0.0,0.0,0.0,86,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9311720610100941,-0.026679261775305996,False,False,False,False,0.054978499865417696,74.1317556390849,True,False,0.0,EWG,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,37,36,85,0.5,0.5
2009-04-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,EWG,1.0,EWG,1.0,,,0,,,False,False,QQQ,2.512999433075868,2.444380881635197,True,0.0207156409832987,0.010132925172424328,0.0207156409832987,6.0266605543467476e-05,0.513765537112677,0.0,0.0,0.010132925172424256,0.9898926268266355,82,0,False,36,35,2.512999433075868,,,2.444380881635197,2.512999433075868,-0.5642981736560414,,2.444380881635197,0.7715016854234267,0.740348681204043,,0.5749386141276588,15,,,1.0,1.0,1.0,0.0207156409832987,0.9463819918571182,-0.17698347891400346,0.5,0.5,True,True,False,False,0.0207156409832987,0.9463819918571182,0.0207156409832987,0.0,0.0,EWG,EWG,EWG,EWG,0.5,0.5,0.5,0.486234462887323,0.9826570525250168,0.4913285262625084,0.4913285262625084,0.0,0.0,0.0,86,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,0.9406075578269615,0.010132925172424256,False,False,False,False,0.07670232646893038,76.38592168977179,True,False,0.0,EWG,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,37,36,85,0.5,0.5
