date,candidate,step_order,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_159915.SZ,score_159941.SZ,score_513030.SH,score_513520.SH,score_159985.SZ,score_518880.SH,r2_159915.SZ,r2_159941.SZ,r2_513030.SH,r2_513520.SH,r2_159985.SZ,r2_518880.SH,buffer_blocked_count,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_feature_missing,exposure_effective,final_exposure_after_overheat,r2_threshold,switch_buffer,entry_mode,initial_fraction,target_vol_enabled,overheat_enabled,source_policy,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale,final_exposure,drifted_exposure_before_trade,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,version,virtual_base_realized_vol,rebalance_delta,buy_delta,sell_delta,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count
2019-12-19,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-20,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-23,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-24,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-25,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-26,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-27,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-30,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2019-12-31,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-02,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-03,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-06,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-07,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-08,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,CASH,CASH,CASH,CASH,1.0,0.0,0.0,0.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-09,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,159915.SZ,0.5,159915.SZ,2020-01-09,0,159915.SZ,0.5,True,False,159915.SZ,1.8509780463427956,,False,0.0,0.0,0.0,0.5,0.0005,-0.0004999999999999,0.9995,1,0,False,1,0,1.8509780463427956,0.8148731486616185,,,,1.2421606534183591,0.7415301201720153,0.8427025037357843,0.0544053122255353,0.5260790703550813,0.1321337657786382,0.754193773815992,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,True,0.0,0.5,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0004999999999999,0.9995,0.0,-0.0004999999999999,0.9995,0.5,0.0005,,CASH,159915.SZ,CASH,159915.SZ,1.0,0.5,0.0,1.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,0.9995,-0.0004999999999999,,,False,0.0,159915.SZ,0.0,0.5,159915.SZ,0.5,159915.SZ,2020-01-09,0.0,True,False,,,,,,,,,,,,,,
2020-01-10,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,0.5,159915.SZ,1.0,,,0,159915.SZ,1.0,False,True,159915.SZ,2.0510793028794394,2.0510793028794394,False,-0.0043501903208265,-0.0021750951604132,-0.0021750951604132,0.5010899182561308,0.0005010899182561,-0.0026750951604133,0.996826242387167,2,0,False,1,1,2.0510793028794394,0.909297450364964,,,,1.1444739353466695,0.7731105111509305,0.8353464697712998,0.0212920054825478,0.5943623263238029,0.2509991329056887,0.721596310227068,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,True,0.5,1.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0026740076128329,0.9968273293909736,-0.0021750951604132,-0.0026740076128329,0.9968273293909736,0.5,0.0005,,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,1.0,0.4989100817438692,2.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,0.996826242387167,-0.0026750951604133,,,False,0.0,159915.SZ,0.5,1.0,159915.SZ,1.0,,,0.0,False,True,,,,,,,,,,,,,,
2020-01-13,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.416001778634981,2.416001778634981,False,0.0169306389950847,0.0169306389950847,0.0169306389950847,0.0,0.0,0.0169306389950847,1.0137031476378509,2,0,False,1,1,2.416001778634981,0.9230763391318731,,,,1.0263671621238606,0.8006154894470634,0.8451045538530643,0.0168700511493727,0.6685237031987665,0.3557031649572505,0.6733312252481787,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,True,1.0,1.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0169306389950847,1.0137042530453264,0.0169306389950847,0.0169306389950847,1.0137042530453264,0.0,0.0,,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,1.0,1.0,2.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0137031476378509,0.0169306389950847,,,False,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-14,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.5826410192284603,2.5826410192284603,False,-0.0064446831364124,-0.0064446831364124,-0.0064446831364124,0.0,0.0,-0.0064446831364124,1.007170152056941,2,0,False,1,1,2.5826410192284603,0.9464935540678592,,,,0.7963019050984084,0.826919277054731,0.8553094417552092,0.0463319631612438,0.7289505736167909,0.4499069810266868,0.5146002667734406,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,True,1.0,1.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0064446831364125,1.0071712503404155,-0.0064446831364124,-0.0064446831364125,1.0071712503404155,0.0,0.0,,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,1.0,1.0,2.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.007170152056941,-0.0064446831364124,,,False,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-01-15,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.632777030389944,2.632777030389944,False,-0.0016216216216217,-0.0016216216216217,-0.0016216216216217,0.0,0.0,-0.0016216216216217,1.0055369031617134,2,0,False,1,1,2.632777030389944,0.8879818471591467,,,,0.6604837432482067,0.8447602046689761,0.8458691219737821,0.0805839778337003,0.7738285642448539,0.4828642955053017,0.4319508678166386,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,True,1.0,1.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0016216216216217,1.0055379996641878,-0.0016216216216217,-0.0016216216216217,1.0055379996641878,0.0,0.0,,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,1.0,1.0,2.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.0055369031617134,-0.0016216216216217,,,False,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
